ID	A-ID	Author	Title	City	Printed_in (В тип. )	Year	Sovr	Sovr_score	OZ	OZ_score	CO	CO_score	MN	MN_score	Telescope	Telescope_score	JMNP_ukazatel	JMNP_date	JMNP	JMNP_sign	JMNP_score	Sev_pchela	Sev_pchela_reviewer_sign	Sev_pch_score	BdCH	BdCH_score	Other
COL_203			Памятник дружбы, для любителей альбомов, собранный из образцовых Русских, Немецких, Французских и Английских сочинений в стихах и прозе	СПб.	Крайя	1838					1838. Т. 4. Отд. 4. С. 126	neg															
COL_204			Сборник на 1838 год, составленный из литературных трудов: А.К. Бернета, В.А. Владиславлева, Князя П.А. Вяземского, А.Н. Глинкиной, Ф.Н. Глинки, Е.П. Гребенки, Э.И. Губера, П.И. Каменского, И.И. Козлова, А.В. Козлова, Ф.А. Кони, А.Ф. Кораблинского, Н.В. Кукольника, М.М. Михайлова, Князя В.Ф. Одоевского <и мн. других>	СПб.	Воейкова и Ко	1838	1838. Т. 9. С. 85-87	pos									1838. Ч. 18. Указатель… С. 37-38	03.1838				"1838. № 76. С. 303-304; № 77. С. 306-307; № 78. С. 310-311"		"pos; о поэтическом отделе"	1838. Т. 28. С. 13-15	neg	
COL_217		Барановский В.	Портрет Д. А. И. Р. Л. Соч. Василья Барановского	Одесса	Городская тип.	1838																					
COL_218		Поднебесный	Тальони-грация. Соч. Поднебесного	СПб.		1838																					
COL_88		Абрамовский Степан	Стихотворения С. Абрамовского			1839																					
COL_89		Андроников Н.	Часы уединения. Стихотворения Николая Андроникова			1839																					
COL_90		Билевич Н.И.	Святочные вечера / Написаны Николаев Кунацким [псевд.]	СПб.	Фишера	1839																					
COL_91		Богданов Н.	Стихотворения Николая Богданова	М.	А. Семена	1839	1840. Т. 18. С. 134	neg	1840. Т. 8. Отд. 6. С. 10-11	neg	1840. Т. 1. Кн. 2. С. 460	neg															
COL_92		Горчаков Вл. 	Стихотворения Владислава Горчакова	М.	А. Семена	1839			1839. Т. 5. Отд. 7. С. 18-20	"neg; пишут про подражание Кольцову"															1839. Т. 35. С. 7-11	???	
COL_93		Демидов М. 	АУ. Стихотворения М. Демидова	М.	А. Семена	1839	1839. Т. 15. С. 61-62	pos			1839. Т. 8. Отд. 4. С. 151-152	neg										1839. № 159. С. 635		neg			
COL_94		Жуковский В.А.	Бородинская годовщина	М.	Ун. тип	1839			1839. Т. 6. Отд. 7. С. 1-13	pos	1839. Т. 10. Отд. 4. С. 145-147	pos															
COL_95		Измайлов	Басни и сказки Измайлова	СПб.		1839																					
COL_96		Карманов Г. 	Стихотворения Г. Карманова	М.	Селивановского	1839	1839. Т. 15. С. 62	neg	1839. Т. 3. № 5. Отд. 7. С. 155	neg																	
COL_97		Костомаров	Стихотворения			1839																					
COL_98		Кульман Е.Б.	Полное собрание Русских, Немецких и Италиянских Стихотворений Елисаветы Кульман. Ч. 3. Пиитические опыты. Изд. 2-е	СПб.	Имп. Рос. Акад.	1839			1841. Т. 14. Отд. 6. С. 49	pos																	
COL_99		Медведенко Н.	Вандемекум. Стихотворения Н. Медведенко	М.	А. Семена	1839	1840. Т. 17. С. 67	neg	1839. Т. 7. Отд. 7. С. 23-26	"neg; отмечено, что за стихи выдает переделки песен (народных?)"	1839. Т. 11. Отд. 4. С. 41-42	neg															
COL_100		Мысовский-Светогорский С. 	Мысль о бессмертии: [Стихотворение]	СПб.	Глазунова	1839	1839. Т. 15. С. 61-62	pos	1839. Т. 3. № 5. Отд. 7. С. 156	neg	1839. Т. 8. Отд. 4. С. 148-149	"pos; сравнивают МС с англ. филологом самоучкой Ричардом Джонсом"										1839. № 125. С. 498		pos			
COL_101		Сапунов Н.	Стихотворения Н. Сапунова			1839																					
COL_102		Тимковский П.	Стихотворения П[етра] Тимковского			1839																					
COL_103		Толстая С.Ф. 	Сочинения в стихах и прозе Гр. С.Ф. Толстой	М.	Селивановского	1839			"1839. Т. 6. Отд. 7. С. 131-132; 1840. Т. 8. Отд. 7. С. 59-60; Т. 12. Отд. 5. С. 15-50"	pos																	
COL_104		Шахова Е.Н.	Стихотворения Елизаветы Шаховой	СПб.	Имп. Рос. Акад.	1839	1840. Т. 17. С. 65-67	pos	1839. Т. 6. Отд. 7. С. 148	pos	1839. Т. 11. Отд. 4. С. 38-41	"pos; но в целом отвратительно про поэток"							1840. Ч. 25. Отд. VI. С. 118-119, 122-124	Ф. Менцов	pos	1839. № 254. С. 1015		pos	1839. Т. 37. С. 1-2	pos	
COL_105			Новогодник, собрание сочинений в прозе и стихах, современных русских писателей изданный Н. Кукольником	СПб.	Изд. Энц. Лексик. А. Плюшара	1839	1839. Т. 15. С. 59-60	neg	1839. Т. 3. № 4. Отд. 7. С. 1-18	pos	1839. Т. 8. Отд. 4. С. 73-78	pos										1839. № 80. С. 318-319	Ф. Б.	pos			
COL_106			Розовый букет, составленный из лучших цветков русской поэзии: Золотой подарок для юных читателей	СПб.	Сахарова	1839	1839. Т. 14. С. 38-40	neg	1839. Т. 2. № 2. Отд. 7. С. 91-92	neg	1839. Т. 7. Отд. 4. С. 70-71	pos													1839. Т. 32. С. 19	pos	
COL_107			Стихотворение на 26е декабря 1839 года	СПб.	Сахарова	1839																					
COL_108			Гробница на востоке: Полуоткрытая тайна: [Стихотворение]	М.	Смирнова	1839	1840. Т. 17. С. 67	neg	1839. Т. 6. Отд. 7. С. 144	neg	1839. Т. 10. Отд. 4. С. 159-160	neg															
COL_109			Букет: Собрание новых романсов (Рутинина?)			1839																					
COL_110			Стихотворение О.И. Сейсровичу 6 февраля 1839 года	СПб.	Сахарова	1839																					
COL_111			Стихотворение Графу Льву Григорьевичу Салтыкову в день его ангела 20 февраля 1839	СПб.	Сахарова	1839																					
COL_112		Поднебесный	Стихотворение: Мысли при гробе Графа С[…]ского. Соч. Поднебесного			1839																					
COL_113			Мелодии Д.Н. Струйского для тенора с аккомпанементом пиано-форте	СПб.	Гинца	1839																					
COL_114		Мягков Н.	Опыты в стихах Н. Мягкова	СПб.	Акад. наук	1839			1839. Т. 5. Отд. 7. С. 14-18	???																	В ОЗ пишут, что это стихи 11-летнего мальчика!
COL_115			Собрание российских романсов и песен			1839																					
COL_116			Наши забавы: Стихотворения			1839																					
COL_117			Лирическая поэзия [от канцеляриста Логинова]			1839																					
COL_118			Луна. Альманах [от моск. мещанина Михайлова]			1839																					
COL_119			Бородинские акростихи	М.	А. Семена	1839	1840. Т. 17. С. 67	neg			1839. Т. 11. Отд. 4. С. 42	"neg; указ. автор как Жертсва Рогова(??)"															
COL_120			Стихотворения А-а. [От студента Введенского]			1839																					
COL_121			Стихи на день рождества Христова			1839																					
COL_122			Ода на пребывание Имп. Ник. Павловича в Москве на заложении храма Христа Спасителя			1839																					
COL_123			Стихи на новый 1840 год [От швейцара немецкого клуба Анисима Сергеева. 2 стр.]			1839																					
COL_176		Раевич И.	Досужные вечера. Сочинение Ивана Раевича	М.	Ун. тип.	1839			1839. Т. 4. Отд. 7. С. 106-108	neg																	
COL_177		Могила А.	Думки и песни ma cure de curo Амвросия Могилы. Издал Метланский	Харьков	Ун. тип.	1839																					
COL_178		Харинский Х.	Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским	СПб.	Фишера	1839																					
COL_179			Куплеты, петые в день юбилея 50-ти летней службы И.Ф. Крузенштерна 21 января 1839 года	СПб.	Греча	1839																					
COL_180		Орлов А.	Радостная встреча нового 1839 года, благодетельсвующим россиянам. Соч. Александра Орлова	М.	Смирнова	1839	1839. Т. 14. С. 32-33	neg	1839. Т. 2. № 3. Отд. 7. С. 145-148	"???; иронично, стихотворение сравнивается с прозой ФБ"																	
COL_181		Шаховской	В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского	М.	Смирнова	1839																					
COL_183		Яковлев А.	Двенадцать басен	СПб.	Вингебера	1839					1839. Т. 11. Отд. 4. С. 115	neg										1839. № 71. С. 283		neg			
COL_184		И.Д.	Красное яичко, или Светлодневный подарок Москвичам И.Д. С картинкою	М.	Ун. тип.	1839	1839. Т. 15. С. 62	neg	1839. Т. 3. № 5. Отд. 7. С. 155-156	neg	1840. Т. 2. Кн. 4. С. 850-851	"neg; указан выход в 1840"															
COL_185		И.Д.	Блины. Соч. И. Д.	М.	Ун. тип.	1839	1839. Т. 14. С. 32-33	neg	1839. Т. 2. № 3. Отд. 7. С. 144-145	neg																	поэма?
COL_201		Бобылев Н.И.	Невский альбом. Литературный сборник, издаваемый Николаем Бобылевым	СПб.	Штаба отд. корп. внутр. стражи	1839			1839. Т. 5. Отд. 7. С. 10-14	neg	1839. Т. 10. Отд. 4. С. 60-61	pos										1839. № 212. С. 847		pos	1838. Т. 30. С. 21-27	neg	
COL_202			Опыты в Русской Словесности воспитанников Гимназии Белорусского Учебного Округа. Напечатанные по приказанию Г. Министра Народного Просвещения	Вильно	Гликсберга	1839			1839. Т. 5. Отд. 7. С. 1-10	pos	1839. Т. 10. Отд. 4. С. 59-60	"pos; хвалят правительство, что белорусы вернулись к русскому языку, в конце пишут виват триаде"							1839. Ч. 22. № 3. С. 74-82		pos	1839. № 183. С. 731		pos	1839. Т. 36. С. 1-15	"pos; дифирамбы по поводу того, что прежде не говорящие по-русски ливонцы теперь пишут отлично"	
COL_210			Одесский Альманах, на 1839 год	Одесса	В город. т.	1839	1839. Т. 14. С. 30-31	pos	1839. Т. 3. № 4. Отд. 7. С. 18-22	pos	1839. Т. 8. Отд. 4. С. 78-82	"neg; ругают за отцветшие клише"										1839. № 67. С. 266-267		pos			
COL_211			Одесский Альманах, на 1840 год	Одесса	В город. т.	1839	1840. Т. 18. С. 145	pos	1840. Т. 9. Отд. 6. С. 9-14	pos	1840. Т. 1. Кн. 4. С. 887-894	pos							1840. Ч. 25. Отд. VI. С. 110-113	Ф. Менцов	pos	1840. № 67. С. 266-267	А. Чацкий	pos	1840. Т. 38. С. 27-29		
COL_124		Анордист Н.	Альманах на 1840 год / Н. Анордиста	М.	А. Семена	1840	1840. Т. 19. С. 145	neg	1840. Т. 10. Отд. 6. С. 10-12	neg	1840. Т. 2. Кн. 4. С. 851-852	neg															
COL_125		Владиславлев	Утренняя заря Альманах Владиславлева на 1841 год	СПб.	Отд. собств. его И.В. канц.	1840	1841. Т. 21. С. 94-95	pos	1841. Т. 14. Отд 6. С. 1-8	pos												1840. № 268. С. 1069		pos			
COL_126		Давыдов Д.В.	Сочинения в стихах и прозе Дениса Давыдова	СПб.	А. Смирдина	1840			"1840. Т. 12. Отд. 6. С. 4-6; Т. 13. Отд. 5. С. 1-22"	pos	1840. Т. 4. Кн. 1. С. 163-169	pos													1840. Т. 41. С. 13-17	pos	
COL_127		Данков И.И.	Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]	М.	Степанова	1840	1840. Т. 19. С. 143	neg	1840. Т. 9. Отд. 6. С. 39	neg	"1840. Т. 2. Кн. 3. С. 612-613; СО. 1840. Т. 5. Кн. 19-20. С. 252-253"	neg															
COL_128		Демидов М. 	Дельные безделки: Стихотворения М. Демидова	М.	А. Семена	1840	1840. Т. 20. С. 97-98	neg	1840. Т. 10. Отд. 6. С. 56	neg	1840. Т. 3. Кн. 2. С. 382-384	neg													1840. Т. 40. С. 10-12	neg	
COL_129		Долгоруков А.И.	Мои счастливейшие минуты в жизни: Стихотворения кн. Александра Ивановича Долгорукого	М.	Степанова	1840	1840. Т. 20. С. 97-98	neg	1840. Т. 10. Отд. 6. С. 52-53	neg	1840. Т. 3. Кн. 2. С. 379-382	neg													1840. Т. 40. С. 9-10	???	
COL_130		Козлов И.И.	Собрание стихотворений Ивана Козлова	СПб.		1840																					
COL_131		Лермонтов М.Ю.	Стихотворения М. Лермонтова	СПб.	Глазунова и Ко	1840	1841. Т. 21. С. 98-99	pos	"1840. Т. 13. Отд 6. С. 1-6; 1840. Т. 14. Отд. 5. С. 35-"	pos												"1840. № 284. С. 1134-1135; № 285. С. 1138-1140"	Л.Л.		1840. Т. 43. С. 1-13	pos	
COL_132		Некрасов Н.А.	Мечты и звуки. Стихотворения Н.Н.	СПб.	Е. Алипанова	1840	1840. Т. 18. С. 133-134		1840. Т. 9. Отд. 6. С. 8-9	neg	1840. Т. 1. Кн. 4. С. 884	pos							1840. Ч. 25. Отд. VI. С. 118-122	Ф. Менцов	pos	1840. № 59. С. 234-235	Н.С.	pos	1840. Т. 38. С. 29-31	pos	
COL_133		Папкевич А.	Стихотворения Александра Папкевича	СПб.	3 Деп. М-ва гос. имуществ	1840	1840. Т. 19. С. 143	neg	1840. Т. 10. Отд. 6. С. 16-17	neg	1840. Т. 2. Кн. 4. С. 849-850	neg													1840. Т. 40. С. 10	neg	
COL_134		Слепушкин Ф.Н.	Новые досуги сельского жителя. Соч. Федора Слепушкина	СПб.	Рос. Акад.	1840	1840. Т. 19. С. 143	neg	1840. Т. 10. Отд. 6. С. 13-16	"neg; сравнение с Кольцовым"	1840. Т. 2. Кн. 3. С. 611-612	"pos; занимательное рассуждение о том, что у Слепушкина поэзия не от сердца, как у Кольцова"										1840. № 135. С. 539	Л.Л.	pos			
COL_135		Фет А.А.	Лирический пантеон. А.Ф.	М.	Селивановского	1840	1841. Т. 21. С. 114	pos	1840. Т. 13. Отд. 6. С. 20-42	pos															1841. Т. 44. С. 1-4		
COL_136		Филимонов П.С.	Опыты П.С. Филимонова	М.	Ун. тип	1840	1840. Т. 20. С. 97-98	neg	1840. Т. 12. Отд. 6. С. 51	neg																	
COL_137		Эртель В.А.	Цветник русской литературы, содержащий в себе избранные образцы из русских классиков, расположенные в систематическом порядке	СПб.		1840					1840. Т. 5. Кн. 3-4. С. 475-479	neg													1840. Т. 43. С. 13	neg	
COL_186		Мятлев И.П.	Сенсации и замечания госпожи Курдюковой за границею, дан лэтранже. Тамбов	СПб.		1840																					
COL_187			Три песни патриота	СПб.	3 Деп. М-ва гос. имуществ	1840	1840. Т. 19. С. 143	neg	1840. Т. 9. Отд. 6. С. 42	neg																	
COL_188		Бобылев Н.И.	Невский альбом, издаваемый Николаем Бобылевым. Год второй. Т. 1.	СПб.	Воен. тип.	1840	1840. Т. 18. С. 145	pos	1840. Т. 9. Отд. 6. С. 14-15	pos	1840. Т. 2. Кн. 1. С. 192-193	pos										1840. № 108. С. 451		neg			
COL_189			Стихотворения Н.И.	М.		1840	1840. Т. 20. С. 97-98	neg	1840. Т. 10. Отд. 6. С. 52-53	neg																	
COL_190		Алексеев П.Ф.	Лирические стихотворения и сказки	Дерпт	Лаакманна	1840					1840. Т. 2. Кн. 2. С. 403	"pos; указание на то, что Дерптские наборщини ни слова не понимали по русски"															
COL_191		Саблин Е.	Полевой цветок: Стихотворения Евгения Саблина	Ярославль	Губ. правления	1840	1840. Т. 20. С. 97-98	neg	1840. Т. 11. Отд. 6. С. 41	neg																	
COL_192		Любатевич С.	Стихотворения Спиридона Любатевича	М.	Ун. тип.	1840																					
COL_193		Криксин	Романсы и песни. Соч. Криксина	Киев	Ун. тип.	1840																					
COL_194		Маслеников-Какуев	Стихи тайному советнику М.А. Салтыкову, в день его тезоименинства. Соч. Масленикова-Какуева	М.	Селивановского	1840																					
COL_195		Рыбников	Стихи Директору Московской Практической Академии Статскому Советнику А.И. Шредеру. Соч. Рыбникова	М.	А. Семена	1840																					
COL_196			Стихи господам членам Немецкого клуба на 1840 год	М.	Степанова	1840																					
COL_197		Орлов А.	С радостными чувствами благоговения, жданный 1840 год. Соч. Александра Орлова	М.	Селивановского	1840																					
COL_198		Ободовский П.	Царский цветник. На русском и немецком языках	СПб.	Глазунова и Ко	1840																					
COL_199			Басни Аристарха	Одесса	Городская тип.	1840																					
COL_205		Владиславлев В.	Утренняя заря Альманах Владиславлева на 1840 год	СПб.	Плюшара	1840	1840. Т. 17. С. 68-69	pos	1839. Т. 7. Отд. 7. С. 3-15	pos	1840. Т. 1. Кн. 1. С. 171-173	pos							1840. Ч. 25. Отд. VI. С. 106-110	Ф. Менцов	pos	1840. № 23. С. 91		"pos; отмечено, что было распродано 6т экз"	1840. Т. 38. С. 1-5	pos	
COL_215			Песнь русского барда	М.	Ун. тип	1840			1840. Т. 13. Отд. 6. С. 28	neg																	
COL_216		Васильев	Провинциал в Москве, или послание к друзьям моим, в стихах. Соч. крестьянина Васильева	М.	Селивановского	1840																					
COL_138		Мысовский-Светогорский С. 	Поэма о Сотворении мира	СПб.	Глазунова	1841																					
COL_139		Греч	Сочинения																								
COL_140			Собрание различных стихотворений с англ.(?) Олезоновой(?)	СПб.																							
COL_182		Зилов А.	Басни Алексея Зилова	М.	Лазаревых	1835																			1835. Т. 10. С. 8-9		
COL_208		Катенин П.																									
																											
		Павлов М.	Повести в стихах	СПб.	Акад. наук	1838																1838. № 174. С. 695	А.				
COL_81		М.С.	Карманный песенник. Соч. М.С.	СПб.	Греча	1838			1840. Т. 13. Отд. 6. С. 43-44	neg	1838. Т. 4. Отд. 4. С. 57-58	neg										1838. № 198. С. 791	А.	neg			
		Струговщиков	Римские элегии	СПб.		1840	1840. Т. 19. С. 161-162		1840. Т. 9. Отд. 6. С. 42																1840. Т. 39. С. 13-14		
			Новейший российский песенник, или Собрание новейших Российских песен и романсов, выбранные из лучших авторов	СПб.	Крайя	1836																			1836. Т. 18. С. 4-5		
			Эвтерпа. Подарок любителям и любительницам пения. Собрание новейших романсов и песен. Изд. 2	М.	Пономарева	1836																			1836. Т. 17. С. 4		
COL_222			Рукописи из зеленого портфеля	М.	А. Семена	1836													1838. Ч. 20. № 12. С. 589		neg				1837. Т. 20. С. 37-38	neg	
COL_229			Российская хрестоматия, или Отборные сочинения отечественных писателей в стихах и прозе: В 2 ч. Изд. 2-е	СПб.	Внутренней Стражи	1837																			1837. Т. 24. С. 47-49		
COL_223		Пуговишников А.М.	Собрание разных романсов, песен и стихотворений А. Пуговишникова	М.	Кирилова	1837																1837. № 287. 17 дек. С. 1145	М.	"neg; обвиняется в “метромании”!"	1837. Т. 25. С. 4-6	neg	Это то же, что COL_28 ??? другое издание?
COL_224		Шахова Е.Н.	Опыты в стихах пятнадцатилетней девицы Шаховой	СПб.	Вингебера	1837											1837. Ч. 15. № 8. С. 91	07.1837	1839. Ч. 23. Отд. VI. С. 118		pos	1837. № 214. 24 сент. С. 853-854	П.М.	pos	1837. Т. 25. С. 48	pos	
			Новейший песенник, или Собрание Русских песен и романсов	СПб.	Вингебера	1838																			1838. Т. 27. С. 2-5		рец. на второе издание: ОЗ. 1839. Т. 4. Отд. 7. С. 99-100
COL_225		Олин В.	Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина	СПб.	III Отд. собств. Е.И.В. канц.	1838																1838. № 44. 22 фев. С. 167		"???; не говорится о стихах"	1838. Т. 28. С. 21-22	neg	
COL_228			Венок граций. Подарок любителям и любительницам пения и романсов, или Собрание разных стихов лучших и известных сочинителей, как то, А. Пушкина, И. Козлова, Г. Баратынского, и прочая. Собранные И… Г.л.у…вым	М.	Лазаревых	1838											1838. Ч. 19. Указатель… С. 72	06.1838							1838. Т. 29. С. 23-24	"neg; указание на плагиат/перепечатки и небрежность изд."	
COL_226		А.П.	Романсы, песни и стихотворения, или Подарок на новый год любителям и любительницам пения. Сочинение А.П.	М.	Кирилова	1838	1838. Т. 11. С. 61-62	neg									1838. Ч. 19. Указатель… С. 72	06.1838							1838. Т. 29. С. 27-28	neg	
COL_227			Детский альбом на 1839 год, собрание стихотворений, повестей, рассказов и драматических разговоров, составленное А. Поповым. Год второй.	СПб.	III Отд. собств. Е.И.В. канц.	1839			1839. Т. 2. Отд. 7. С. 89-90	neg	1839. Т. 7. Отд. 4. С. 70-71	pos													1839. Т. 32. С. 19	pos	
COL_230			Труды Императорской Российской Академии. Ч. 1	СПб.	Рос. Акад.	1840																			1840. Т. 41. С. 1-2	pos	
COL_231			Разные стихотворения	М.	Лазаревых института восточных языков	1837											1837. Ч. 14. № 5. С. 47	04.1837									
		Мысовский-Светогорский С. 	Поэма Вселенная и послание о уме человеческом. Сочинение Балишевского мещанина Сергея Мысовского-Светогорского	М.	Смирнова	1837											1837. Ч. 15. № 7. С. 76	06.1837	1839. Ч. 23. Отд. VI. С. 118		???						
COL_237			Собрание стихов для конфект (печ. лист)	М.	Кирилова	1837											1837. Ч. 15. № 8. С. 91	07.1837									
		отсюда и ниже не вносила в meta_col 	Стихотворения на русском и французском языках, книжка без заглавия	СПб.	Неймана	1838											1838. Ч. 18. Указатель… С. 40	04.1838									
COL_238			Речи и стихи, произнесенные в торжественном собрании Ярославского  Демидовского лицея 15 января 1838 года	М.	Ун. тип.	1838											1838. Ч. 18. Указатель… С. 42	04.1838									
COL_239			Послание к О. Иоанну, в г. Новоалександровск	СПб.	Греча	1838											1838. Ч. 18. Указатель… С. 53	05.1838									
COL_240		Серебренников В.	Три безделки	М.	Кирилова	1838					1838. Т. 4. Отд. 4. С. 126-127						1838. Ч. 19. Указатель… С. 72	06.1838									проза??
			Библиотека нравственно-религиозного чтения для детей. Стихотворения, повести и рассказы. Ч. 1	М.	Смирнова	1839			1839. Т. 5. Отд. 7. С. 49-50	neg	1839. Т. 10. Отд. 4. С. 64	neg															
COL_232		Глинка Ф.Н.	1812 год. Отрывок из рассказа. Посвящено людям XII года. Ф.Н. Глинки	М.	Степанова	1839					1839. Т. 10. Отд. 4. С. 145-147	pos															
			Я рисовал очерки. Рассказы Улана: В 2 ч.	М.	Степанова	1839			1839. Т. 4. Отд. 7. С. 100-101		1839. Т. 10. Отд. 4. С. 161-162	"neg; в отзыве приводятся какие-то стихи, но непонятно, в стихах ли книжка"															
COL_233			Киевлянин на 1840 год. Книга I. Изд. Михаил Максимович	Киев	Ун. тип	1840	1840. Т. 19. С. 143-144	pos	1840. Т. 10. Отд. 6. С. 8-9	pos	1840. Т. 2. Кн. 4. С. 833-836	neg															
			Весенние цветы, подарок любителям Муз, или собрание роман[с]ов, баллад и песен А.Пушкина, Жуковского, Козлова, Баратынского, Туманского, Ф. Глинки…	М.	Пономарева	1835																1835. № 228. 10 окт. С. 919-920	Р.М.	neg			
COL_241			Гостинец милым малюткам на новый год, или собрание нравоучительных детских басен и сказов с картинками	М.	Кирилова	1839			1839. Т. 3. № 5. Отд. 7. С. 175	neg																	
		А.О.	"Элоа, индийская легенда. Стихотворение А.О. в 12; 45 стр."				1839. Т. 15 С. 61	pos																			
			Путешествие в Троицко-Сергиеву лавру				1840. Т. 20. С. 97-98	neg																			
		В.Т.	Народный Русский Песенник, Собранный В.Т. Издание 2-е	М.	Лазаревых института восточных языков	1839			1839. Т. 6. Отд. 7. С. 41-42	"neg; сказано, что это галиматья, а не народные песни (авторские??)"																	
			Миниатюрный альбом для детей	СПб.		1839			1840. Т. 8. Отд. 6. С. 29																		
		Глинка Ф.Н.	Москве Благотворительной. Стихотворение Ф. Глинки	М.	Степанова	1840			1840. Т. 10. Отд. 6. С. 12-13																		
			Семь Столов для Бедных, в Богоблагославенной Москве. И.Д.	М.	Лазаревых института восточных языков	1840			1840. Т. 13. Отд. 6. С. 28	neg																	тут прямо есть стихотворения, можно добавить в корп.
