"","genre","id","author","title","year","text_lemm"
"44","BL","B_139_1841_Oznobishin.txt","Ознобишин Д. П.","Нардзан",1841,"говорить, кавказ куща
диво коварный и мочь
в древний год обитать.
воздух мрачный быть, и льдина
покрывать гора теснина,
возвышаться груда скала.

ни былинка, ни растение
в сей страна грехопадение
не встречать унылый взор,
и поток не журчать,
не змеиться, не сверкать
у подошва грустный гора.

мертво быть все творение!
в вековой уединение
презирать весь грозный диво.
в хладный полог туман
он, как в хлябь океан,
жить суровый и молчаливый.

вот однажды, ясный утро
расти сверкать перламутр,
плыть пери в джиннистан;
плыть в музыка небесный,
томно-бледный лик прелестный,
стройно-гибкий тонкий стан.

и на диво, ненароком,
взгляд око ее поток
с дума страстный упасть. 
взгляд сей полна быть чудной сила;
встречать диво улыбка милая
и любовь запылать.

быстро скрылось явление!
тщетно милый видение
диво влюблять звать опять.
взвиваться дымка туман,
тщетно роза джиннистан
мнить на миг он увидать.

день течь, тянуться ночь;
но она не зреть око
с недоступный высота.
там ключ один журчать,
там, блестеть, благоухать
небо райский цветок.

неутешный и убитый,
он ударяться в гранит,
проклинать джиннистан.
задрожать кавказ суровый,
и волна вскипать громовой
вечнороптать нардзан.

льдина скрылисить. раина
вставать вкруг как исполин,
изменяться весь страна!
воздух дышать нега сладкий,
по плита звенеть украдкой
быстробьющий волна.

вспыхло солнце в небосвод;
с звучный песнь на свобода
птица в воздух кружить. 
полный нега блистать роза,
и роса вечерний слеза
яркий жемчуг гореть.

но кипеть, клокотать шумный,
полный страсть и безумный
диво тосковать - нардзан.
он с небо не сводить око,
он глядеть и день, и ночь
в свой заветный джиннистан.

солнце ль в небо засиять:
он огнистый луч ласкать
и на грудь к себя манить.
месяц тихо ли восходить:
он во глубь он уводить
и задумчиво кипеть.

но когда, в звезда сверкать,
сходить ночь, и молодой
взглядывать дева в сонный ключ,
как заплескивать, как забиваться,
словно выпрыгивать он рваться,
как властительный-могучий!

все в мечта свой потеря,
в сладкий дума: это пери -
небо райский цветок!
вы, чей око нега полный,
бояться взгляд ваш бросать в волна,
чтоб нардзан вы не увлекать!
"
"45","BL","B_14_1840_Lermontov.txt","Лермонтов М. Ю.","Три пальмы",1840,"в песчаный степь аравийский земля
три гордый пальма высоко расти.
родник между они из почва бесплодный
журчать пробиваться волна холодный,
хранить, под сень зеленый лист,
от знойный луч и летучий песок.

и многий год неслышно проходить;
но странник усталый из чуждый земля
пылать грудь ко влага студеный
еще не склоняться под куща зеленый,
и становиться уж сохнуть от знойный луч
роскошный лист и звучный ручей.

и становиться три пальма на бог роптать:
«на то ль мы рождаться, чтоб здесь увядать?
без польза в пустыня расти и цвести мы,
колебать вихорь и зной палить,
ничей благосклонный не радовать взор?..
не правый твой, о небо, святой приговор!»

и только замолкать — в давать голубой
столб уж крутиться песок золотой,
звонок раздаваться нестройный звук,
пестреть ковер покрывать вьюк,
и идти, колыхаться, как в море челнок,
верблюд за верблюд, взрывать песок.

мотаться, висеть меж твердый горб
узорный пол походный шатер;
их смуглый ручка пора подымать,
и черный око оттуда сверкать...
и, стан худощавый к лука наклонить,
араб горячить вороной конь.

и конь на дыбы подыматься пора,
и прыгать, как барс, поражать стрела;
и белый одежда красивый складка
по плечо фарис виться в беспорядок;
и с крик и свист нестись по песок,
бросать и ловить он копье на скак.

вот к пальма подходить шуметь караван:
в тень их веселый раскидываться стан.
кувшин звучать налилися вода,
и, гордо кивать махровый глава,
приветствовать пальма нежданный гость,
и щедро поить их студеный ручей.

но только что сумрак на земля упасть,
по корень упругий топор застучать,
и пасть без жизнь питомец столетие!
одежда они сорвать малый ребенок,
изрубать быть тело их потом,
и медленно жечь они до утро огонь.

когда же на запад умчаться туман,
урочный свой путь совершать караван;
и след печальный на почва бесплодный
виднеться лишь пепел седой и холодный;
и солнце остаток сухой дожигать,
а ветер они в степь потом разнести.

и ныне весь дико и пусто кругом —
не шептаться лист с гремучий ключ:
напрасно пророк о тень он просить —
он лишь песок раскалять заносить,
да коршун хохлатый, степной нелюдимый,
добыча терзать и щипать над он.
"
"46","BL","B_140_1841_Pavlova.txt","Павлова К. К.","Баллада, 1558 г.",1841,"«здравствовать,наш монах печальный!
мы к ты идти опять:
солнце в лес скатиться дальный—
скучно в поле мы гулять.

ведь мы ребенок здесь чужой:
из родной свой земля
мы с отец сюда впервые
только месяц что приходить.

мы не свыкаться с ваш край,
и мальчишка тот поле
говорить мы,что не знать
игра испанский мы ребенок.

сказка рассказывать мы снова
про боец-богатырь,
иль про чародей злой,
иль про славный царь».

на ребенок взглядывать,тосковать,
бледный сын монастырь:
«да, вы сказка рассказывать я
про великий царь.—

быть царь грозный,быть царь славный,
быть владыка многий страна;
слать он свой закон державный
чрез широкий океан.

в недра гора он черпать злато
власть слово свой;
солнце не быть закат
во владение его.

вдаль нестись его угроза,
страх бросать в шум столица:
царский мочить слеза
жесткий пол его темница.

и в безумство дума надменный,
вырывать жалость из душа,-
брать с сирота и с угнетенный,
как торгаш, он барыш.

ненасытный, беспощадный,
в схватка с рок устой,
он забывать, в гордыня жадный,
что над он быть судия.

и восставать нежданный мститель,
и ворваться злой пришлец
в недоступный обитель,
в раззолачивать дворец.

мимо зал, где страсть бдеть,
вкрадываться в царский он покой,
и подползать к его постель,
и впиваться в он змея"".

- ""кончать же, монах, уж поздно...
что ж ты голова склонять?
отчего взглядывать так грозно?
уж не ты ль царь убивать?..""

приподниматься в гневный мочь
стан высокий чернец;
засверкать дикий око
полумертвый лицо:

""да, убивать я исполин,
сокрушать в избыток сила!
с трон сбросить властелин,
в гроб живой полагать!

я палач его безвестный,
искупитель старина!
как два тигр в клетка тесный,
мы вдвоем заключать.

утомляться мы борьба,
и сгибать седой монах
под нога свой босой
император во прах.""

замалчивать рассказчик странный;
ребенок робко отходить,
и, мелькнуть чрез дол туманный,
скрываться птичка вдали.

и кругом все становиться пусто,-
и восшедший луна
монастырь святой юст
озаряться под гора.
"
"47","BL","B_141_1841_Pavlova.txt","Павлова К. К.","Дочь жида",1841,"томно веять сикомор,
сад роскошный тихий и немой;
сон смыкать живой взор,
успокаиваться гарем.

что, глава склонить так низко,
в зал мраморный один,
что сидеть ты, одалиска,
неподвижный и бледный?

или слушать ты, дева,
средь заветный тишина
звук дальний напев,
дальный гул морской волна?-

в область счастие, в область мир,
красота свой гордый,
ждать могучий эмир
дочь единый жид.

без забота, без боязнь
здесь забывать, хоть на миг,
и победа он, и казнь,
и враг последний крик.

много ль сладостный приманка
для владыка ты находить?
черноокий ли гречанка
песнь влюблять спеть?

или гурия небесный
перед он заплясать ты?
или сказка чудесный
развлекать его мечта?

""нет, не песня, нет, не сказка
встреча здесь владыка я,
но святой, чистый ласка,
хорошо пляска и пение.

в этот ждать час отрада
вспомнить мать свой я вновь,
все эмиров награда,
весь эмиров любовь.

и узнавать он немой
дума тайный мой;
тихий вздох очаровывать,
взор страстный упоить.

и, склонясь с улыбка нежный
к повелитель лицо,
жар грудь его мятежный
потушить мой нож"".
"
"48","BL","B_142_1841_Pavlova.txt","Павлова К. К.","Старуха",1841,"1
""не гнать неутомимо
по широкий мостовая,
не скакать так скоро мимо
ты, мой всадник удалой!
не глядеть ты так спесивый,
ты не слушать так слегка:
знать я, как молчаливо
дума точить смельчак;
как просиживать ночь
он, угрюмый, неизлечимый;
как напрасно блистать око
весь красавица перед он.
средь веселие зала шумный,
в тишина лесной глушь
знать бред его безумный,
грусть блажной его душа.
усмехаться ты притворно,
погонять конь ты вскок;
не всегда же так проворно
пронестись, мой ездок.
хоть стучать конь копыт,-
не заглушать слово мой;
хоть скакать ты, хоть спешить ты,-
не ускакивать ты от они.
и восходить в мой лачужка,
мой красавец, в добрый час;
ты послушать старушка,
не сводить с она ты глаз"".

пыль вдали столб взвиваться,
проскакать ездок давно,
и старуха засмеяться
и захлопывать окно.
и как только слышный снова
звонкий топот бегун,
уж красавец молодой
ждать старуха у окно.
словно как стрела вонзать
в глубина сердечный рана,
взор за юноша бросать,
как невидимый аркан.
и приходить тот время скоро,
что с утро до тьма ночной
ржать у ветхий забор
быстроногий ворона.

что твориться у старуха
с чернобровый молодец?-
уж в народ ходить слух,
слух странный о то.

2
близ лампада одинокий
он сидеть, нетерпеливый,
в сумрак комната глубокий
око жгучий вперять.
что младой сердце сниться?
ждать что оно теперь?
дверь, белеть, шевелиться,
и старуха входить в дверь.
входить дряхлый, седой,
и садиться, и опять,
обольщать, возмущать,
начинать речь шептать.
юный грусть бред мятежный,
сокровенный мечта
одевать в образ нежный,
в непорочный черта.
говорить про дева-чудо,
так что вериться едва,
и берет, бог весть откуда,
ненаслушный слово.
как щека ее душистый
томно блистать красота,
как смыкать дума чистый
недоступный уста;
как око синеть бездна
лучезарный темнота,
как они сиять звездный
над мирской суета;
как спокойный взор могучий,
как кудри густой мгла
обвивать черный туча
ясность строгий чело;
как любить она напрасно,
как, всесильный, она
увлекательно прекрасный,
безнадежно холодный.
	а в покой темно, глухо,
бить вдали за час час;
соблазнительный старуха
шептать, шептать свой рассказ,
говорить про дева-чудо,
так что вериться едва,
и берет, бог весть откуда,
ненаслушный слово.

3
на конь неутомимо
по широкий мостовая
уж давно не скакать мимо
наш красавец удалой.
в зимний стужа, в летний зной
он и ночь, он и день
в запирать сидеть покой
со старуха вдвоем.
неподвижный, весь исчахлый,
он сидеть как сам не свой
и в лицо старуха дряхлый
смотреть с жадность немой.
"
"49","BL","B_143_1841_Polonsky.txt","Полонский Я. П.","Бэда проповедник",1841,"быть вечер; в одежда, измятый ветер,
пустынный тропа идти бэд слепой.
на мальчик он опираться рука,
по камень ступать босой нога, —
и быть все глухо и пусто кругом,
один только скала, одевать мох,
друг к друг прижиматься печально стоять,
один только сосна вершина качать.

старик, проповедовать!...сказать дитя,
его провожатый, лукаво шутя.
народ ты слушать приходить толпа,
и жена, и ребенок, и старец, ряд
садиться вокруг на зеленый холм
как на небо здез они бесчисленный много!
старик! проповедовать единый бог
на небо, на суша, в лес и море.""

у старец лицо просиять. мгновенно,
как ключ, пробивать каменный слой,
святой, высокий речь вдохновенно —
из уста потечь животворный волна.
по ветер его борода развиваться,
высоко на воздух рука подыматься;
горячий пот град катиться с чело.

но вот серебриться луна молодой;
на гнездо нестись птица хищный стая.
крыло шуметь... по ущелие ложиться,
как саван, сырой, холодный мгла.
""оставлять твой проповедь, бэд, довольно...
малютка сказать улыбаться невольно.
""народ расходиться, народ уж нет!»
замолкать грустно старец, глава поникать.
но только замолкать он — от край до край:
«аминь!» — он грянуть камень в ответ.
"
"50","BL","B_144_1841_Turgenev.txt","Тургенев И. С.","Баллада",1841,"перед воевода молча он стоять;
голова потуплять — сумрачно глядеть.

с плечо могучий снимать бархатный кафтан;
кровь струиться тихо из широкий ран.

сковывать по нога он, сковывать по рука:
знать, он не рыскать ночь по лес!

думать он дума — дышать тяжело:
плохо!.. видно, время добрый проходить.

«что, попадаться, парень? долго ж ты гулять!
долго я в тенета волк не забегать!

что же приумолкать ты? слышать я не раз —
песенка ты мастер петь в веселый час;

ты на лад сегодня вряд ли попадать…
завтра мы услышать, как ты запевать».

взговаривать он мрачно: «не услышать, нет!
завтра петь не быть — завтра я не след;

завтра умирать я смертие лихой;
сам ты запевать, чай, с радость такой!..

мы певать песня, как из лес идти —
как купец с товар мы в овраг вести…

ты б мы тут послушать — ладно петь мы;
да не долго песня тешиться купец…

да еще певать я — в домик твой;
запивать я песня — весь твой вино;

заедать я чарка — барский еда;
целоваться сладко — да с твой жена».
"
"51","BL","B_145_1842_Fet.txt","Фет А. А.","Стена",1842,"на склон у лоно морской глубина
	стоять стена вековой,
и мох зеленеть по уступ стена,
	трава колыхаться сухой.
и верхний плита разбивать гроза
	в час громовой непогода,
но стена тот любить за камень сырой
	зеленый ветвь природа:
лоза подаваться с кудрявый плющ
	туда, где слышно прохлада,
и в полдень сверкать, играть с луч,
	прозрачный жемчуг виноград.
и всякий звук внимать стена:
	шуметь ли ворон нестись —
и ворона в сторона явно сполна
	двоякий полет отдаваться.
на море ли синий петь рыбарь,
	иль нимфа серебряный смех
тревожить пугливый ухо заря, —
	стена они ответствовать эхо.
"
"52","BL","B_147_1842_Krasov.txt","Красов  В. И.","Ночной товарищ",1842,"в чистый поле что быть сила
скакать конь мой ворона.
все кругом, как бы в могила,
полно мертвый тишина.

в чистый поле, на простор,
мчаться я с песня удалой.
кто-то- слышать - в темный боря
перекликаться со я...

полночь бить; в темный дымка
полумесяц молодой.
чуять: кто-то невидимка
скакать об рука со я...
"
"53","BL","B_148_1842_Ogarev.txt","Огарев Н. П.","***",1842,"сидеть мать у колыбель;
дитя спать, но в странный сон:
его уста уж не алеть,
а будто улыбаться я.
свеча бросать отблеск бледный,
ребенок бледный быть лицо.
я думать: спать, малютка бедный,
пока ты с горе не знакомый.

прийти пора - и вспыхивать страсть,
в сомнение истомляться ум,
и становиться рваться грудь на часть,
и лоб наморщиться от дума;
и, мочь быть, среди обман,
надежда напрасный и суета
ты пожалеть слишком рано
о то, что быть рожать на свет.

и я на мать взглядывать уныло -
увидеть слеза на глаз,
лицо ее так грустно быть,
так много скорбь на уста.
я подходить: передо я
лежать мертвый дитя,
а мать качать голова -
и в холод бросать я...
"
"54","BL","B_149_1842_Pavlova.txt","Павлова К. К.","Рудокоп",1842,"1
в подземный тьма, в тишь глубокий,
уж под ночь, рудокоп млада,
в забвение дума одинокий,
сидеть пред собранный рудой.
вдали, гудеть сквозь лес дремучий,
звать всенощная протяжный звон;
но, наклонясь над темный куча,
не слышать благовест он.
глядеть он в глубь, где клад несметный
немой покрывать мгла,
глядеть на камень тот бесцветный,
в который власть земля спать.

а звук носиться непонятный
вдоль переход рудник,
жужжать как бы припев невнятный
при тихий стук молоток.

но он с заветный металл
ни глаз, ни мысль не спускать.
пусть там, вверху, весна блистать
цветной ковер на высь скала;
пусть солнце там, над мертвый бездна,
в луч купать край земной;
пусть небосклон тысячезвездный
сиять бездонный глубина!...
один он думать.
	
	и нежданно,
как бы в ответ его мечта,
заговаривать вдруг кто-то странно,
глаз блистать в темнота:

«да, что на каменный здесь ложе
лежать в затвор у я,
вы небо божий дорогой,
светло звезда, нужный день.
и что ж сияние небосклон,
весь этот пошлый краса
то, кто зреть земной лоно
неведанный чудо?
кто в жизнь, блестеть под мгла,
в светло-волшебный мир проникать?
кто понимать мощный душа
стихия таинственный язык?

о власть этот, прах чадо,
ты вопрошать глубь дно;-
не лгать мечта твой, и надо
для исполнение лишь один:
чтоб воля ты неутомимый
враждебный покорять металл,
чтоб, как красавица любить,
ты злата хладный искать;
чтоб неотступный, ежечасный
в ты быть помысел один,
чтоб не смущать дума ясный
жена и мать, и брат, и сын.
чтоб идти ты мимо без внимание,
единый страстие дышать;
чтоб быть здесь твой желание,
твой мир, твой рай, твой душа.

и ты понимать немой сила,
и быть знать твой рука,
где виться золотой жила
в грудь глубокий рудник;
увидеть ты око дух
то, что незримо для око;
непостижимый для слух
услышать слух душа твой.
восходить ты в тайный обитель,
в хранилище дар земной,
и, весь сокровище повелитель,
из мрак вызывать ты они».
. . . . . . . . . . . . . . . . .

все вновь молчать в бездна хладный
а юноша, над щель скала
нагибаться, взор недвижно-жадный
в глубь безответный вперять.
и утро, как толпа шумный
уж снова копь быть полный,
еще глядеть он, как безумный,
в заветный мрак глухой дно.

2
про рудокоп уж два год
нестись слух во весь страна:
не знать работник завод
такой удача и во сон.
руда он словно вызывать
из скала удар молоток,
и хоть неопытный, а знать
он гора хорошо старик.
вернее всякий расчет
слыть у все его совет,
и в рудник нейти работа
в тот время, как он там нет.
жить теперь он при завод
не бурщик уже простой;
но все, как будто бы в невзгода,
душевный немочь томить.
жениться он, тот давно ли?
жена прекрасный, молодой;
но, видно, с он счастливый доля
она не дождаться никогда.
к окно лицо склоняться белый,
весь ночь глядеть и ждать она;
а муж, что крот, по сутки целый
жить в земля, не знать сон.
про он уже толковать
давно вполголоса народ,
что он сквозь камень злато чуять
и жить выщупывать ход.
и говорить о то не сметь,
но в копь видеть не раз
пред он, во мрак темный щель,
внезапный блеск два волчий глаз.

«с он вечер об этот пора,-
в завод сказывать старик,-
то два день, пойти я в гора;
быть тихий, как гроб, пустой рудник.
идти оба молча мы чрез шлак,
он часто вкруг себя глядеть,
как бы неведомый знак
на камень отыскивать хотеть;
и дрогнуть вдруг, и с дикий взгляд
поводить рука по скала;
и я сдаваться, что с мы рядом
тут кто-то двигаться во мгла».

3
день проходить.
	раз в пучина
работник, столпиться с утро,
в угол шептать: «в копь ныне
он не быть, не быть и вчера.
он у окно свой светелка
сидеть весь день. что статься с он?»
вопрос средь толпа и толки
носиться говор глухой.
но в переход зашуметь,-
идти: все стихать голос;
и за привычный он дело,
как прежде, молча приниматься.
но идти в забвение глубокий,
глядеть на камень он седой
бессмысленный, недвижный око,
как на предмет он чужой.
и вдруг в порыв тяжкий скука,
сердито он отбрасывать лом,
садиться на земь и, скрещивать рука,
поникать задумчивый чело.
остановилася работа;
в он вперять взор немой,
стоять все кругом,- а что-то
ворчать глухо за скала.

4
обвивать вершина, лес и вода,
прозрачный синеть тень,
просонка дремать природа,-
уже не ночь, еще не день.
темно селение стоять;
лишь только в горница один
свеча, бледнеть, догорать
пред наступать заря.
тихий быть светлица этот;
оклад икона на стена
блистать в полсумрак рассвет;
белеть люлька в глубина,
но там один жилец бессонный
до утро отдых не знать,
и шаг его неугомонный
весь ночь там по пол стучать.
ходить он, бледный и угрюмый,
не чувствовать движение нога;
от тяжкий вдруг очнуться дума,
взглядывать в окно,- зардеть восток.
день новый новый забота
приносить — светать на двор,
пора вчерашний работа
идти осматривать в горе.

и тихо к люлька подходить он,
и, сумрачный склонясь лицо,
останавливаться, грусть полный,
перед священный детский сон.

чего ты ждать? тьма покрывало
уж божий мир стряхивать с чело!
не для ты то солнце вставать,
не для ты земля светлый;
не для ты улыбка сын
и кров семейный жилье!
твой дом — тот мертвый пучина,
ее скала — твой семья.
просыпаться твой младенец милый
не при ты,- пора, идти!
иль сердце труп давно остылый
затрепетать в твой грудь?
или, в душа таиться безвестный,
когда злой сила она полный,
вдруг всходить, сквозь грех, чудесно
твой, о боже, семя?

он долго возле колыбель
стоять,- и будто перед она
мечта душа его яснеть,
смягчаться дикий блеск око.
знавать он этот сон благой!..
но время! звонкий час пробивать,
и тихий рука впервые
младенец он перекрещивать.

5
еще поле кругом молчать,
утес спать темный сон,
не раздаваться скрежет становиться,
с гранит не бороться лом;
еще весь грешный тревога,
весь алчный шум земной страна
не нарушать в мир бог
великолепный тишина.

идти рудокоп чрез дол росистый,
и, подходить к немой скала,
впивать весь грудь ветер душистый,
земля весенний фимиам.
и сверху взор он бросать ясный
в глухой, смрадный жерло:
да, он отвергать дар напрасный,
покидать мрак ремесло!
воскресать вольный душа,
и снова быть мирно спать,
и видеть солнце над себя,
и божий воздух дышать.
в последний раз, живой могила,
проходить он твой темный путь.

безумец! будто б то, что быть,
так мочь с жизнь мы стряхивать!..
...................................
в тот утро, средь тишь завод,
вдруг словно гром загрохотать;
и крик пронзительный народ
взвиваться кругом: «обвал! обвал!»
над потрясать глубина
сбежаться рудокоп вмиг:
глядеть встревожить толпа —
широко заваливать рудник.
и взор бледный мужчина
сочлися — нет лишь один:
не отдавать грозный дух пучина
любимец только свой.
"
"55","BL","B_15_1840_Lermontov.txt","Лермонтов Ю. М.","Воздушный корабль",1840,"по синий волна океан,
лишь звезда блеснуть в небо,
корабль одинокий нестись,
нестись на весь парус.

не гнуться высокий мачта,
на они флюгер не шуметь,
и молча в открывать люк
чугунный пушка глядеть.

не слышно на немой капитан,
не видно матрос на немой;
но скала и тайный мести
и буря он нипочем.

быть остров на тот океан —
пустынный и мрачный гранит;
на остров то быть могила,
а в она император зарывать.

зарывать он без почесть брать
враг в сыпучий песок,
лежать на немой камень тяжелый,
чтоб вставать он из гроб не мочь.

и в час его грустный кончина,
в полночь, как свершаться год,
к высокий берег тихо
воздушный корабль приставать.

из гроб тогда император,
очнуться, являться вдруг;
на он треугольный шляпа
и серый походный сюртук.

скрещивать могучий рука,
глава опускать на грудь,
идти и к руль он садиться
и быстро пускаться в путь.

нестись он к франция милый,
где слава оставлять и трон,
оставлять наследник-сын
и старый гвардия он.

и только что земля родной
завидеть во мрак ночной,
опять его сердце трепетать
и око пылать огонь.

на берег большой шаг
он смело и прямо идти,
соратник громко он кликать
и маршал грозно звать.

но спать усач-гренадер —
в равнина, где эльба шуметь,
под снег холодный россия,
под знойный песок пирамида.

и маршал зов не слышать:
иной погибать в бой,
другой он изменять
и продавать шпага свой.

и, топнуть о земля нога,
сердито он взад и вперед
по тихий берег ходить,
и снова он громко звать:

звать он любезный сын,
опора в превратный судьба;
он обещать полмира,
а франция только себя.

но в цвет надежда и сила
угасать его царственный сын,
и долго, он поджидать,
стоять император один —

стоять он и тяжко вздыхать,
пока озаряться восток,
и капать горький слеза
из глаз на холодный песок.

потом на корабль свой волшебный,
глава опускать на грудь,
идти и, махнуть рука,
в обратный пускаться путь.
"
"56","BL","B_150_1842_Strugovschikov.txt","Струговщиков А. Н.","Любовь Людмилы",1842,"сбиралисить туча и ветер свирепеть;
далеко, в туман, лес темный шуметь.

гроза подыматься под риза ночной,
и волна вставать, волна за волна.

людмила на брег пустынный сидеть
и в черный даль неподвижно глядеть:

«я в жизнь любить, я в мир жить!
«о, мать святой, довольно с я!»

и слеза поток бежать из око,
но мертвый спать тихо в могила свой.

«но что же я участь твой облегчать,
«сказать, не отринуть молитва твой?»»

сбиралисить туча и ветер свирепеть;
далеко, в туман, лес темный шуметь.

гроза подыматься под риза ночной,
и волна вставать, волна за волна.

«пусть слеза поток бежать из око
«и мертвый спать тихо в могила свой.

«кто ведать блаженство чистый любовь,
«иной блаженство тот не сулить!

«минувший счастие я помнить, и я
«другой не надо, и нет на земля!»

сбиралисить туча и ветер свирепеть,
далеко в туман лес темный шуметь.

гроза подыматься под риза ночной,
и волна вставать, волна за волна.
"
"57","BL","B_151_1842_Turgenev.txt","Тургенев И. С.","Похищение",1842,"конь мой ржать и бить копыто...
я напоминать он о она —
о блаженство позабывать
быстрый, пламенный око.
ах, пора, пора былой!..
я не спаться… ночь глухой…
душно я — и вскрикивать я:
«эй! седлать я конь!
спать сам, если спаться,
а я дома не сидеться».
 
становиться туча над луна,
дремать бледный поле;
скакать, скакать предо я
тень огромный мой.
лес как-будто сон забываться —
хоть бы лист зашевелиться…
я на грива ложиться лицо,
осенять себя крест,
тихомолком попевать
да былой вспоминать.
 
вот и домик — стук в окошко…
«ты ли, милый?» — «вставать, душа;
поболтать со я немножко,
как в бывалый год.
если ж хотеть, молвить слово:
дома комната готовый;
ночь туманный и темный —
лошадь добрый сильный;
посмеяться и поплакать —
хоть поплакать, да ускакивать!»

дверь скрипнуть… «милый, милый,
наконец вернуться ты!
иль узнавать, что разлучать
мы с ты клевета?
я невинный…» — «ах, не знать!
за ты я приезжать;
ты виновный или нет —
без ты я тошный свет…
и забывать ты стараться,
думать, думать — да примчаться».
 
как она быть прекрасный!..
мы пускаться в дальний путь…
как она склоняться страстно
голова ко я на грудь!
я берег она так нежно —
сердце биться так мятежный…
все так тихо, чудно спать —
лошадь весело бежать;
и, как ветер слабый ропот,
милый слово я слышать шепот:
 
«без ты я родной
выдавать замуж собираться.
я рыдать… брат злой
погубить я клясться.
как ты я дожидаться!
жених как я бояться!
вдруг привставать, да зевнуть,
белый ус поводить,
щека толстый надувать,
подходить, да поцеловать…»
 
я дыхание греть она рука,
целовать она в глаз:
«позабывать былой мука
и былой жених!
расчесться с он родные…
а ус его седой
срезать шашка кривая
вместе с глупый голова!
сторож, сторож, отворять-ка!
к вы приезжать хозяйка».
"
"58","BL","B_152_1843_Grigoryev.txt","Григорьев А. А.","Доброй ночи!",1843,"спать спокойно - добрый ночь!
вон уж в небо
блистать ангельский око
в золотой луч.
добрый ночь – выходить скоро
в небо сторож твой
над ты путь дозор
совершать ночной.

чтоб не сметь сила злой
сон твой возмущать:
час ночной, пора ночной
она пора гулять.
в час ночной, тюрьма подводный
разламывать запор,
вылетать хороводный
цепь – рой сестра.

лихорадка они прозвание;
любо они смущать
тихий сон - и на прощание
в губа целовать.
лихоманка-лихорадка,
девять подруга,
поцелуй и жгучий, и сладкий,
как любовь недуг.

но не бояться: сила взор
с небо сторож твой
они отогнать: для дозор
светить он звезда.
спать же тихо: добрый ночь
под луч светить,
над ты сиять око
светлый божий сила.
"
