"","year","header","text_raw"
"23",1864,"«Измучен жизнью, коварством надежды...»","Измучен жизнью, коварством надежды, 
 Когда им в битве душой уступаю, 
 И днем и ночью смежаю я вежды 
 И как-то странно порой прозреваю.


Еще темнее мрак жизни вседневной, 
 Как после яркой осенней зарницы, 
 И только в небе, как зов задушевный, 
 Сверкают звезд золотые ресницы.


И так прозрачна огней бесконечность, 
 И так доступна вся бездна эфира, 
 Что прямо смотрю я из времени в вечность 
 И пламя твое узнаю, солнце мира.


И неподвижно на огненных розах 
 Живой алтарь мирозданья курится, 
 В его дыму, как в творческих грезах, 
 Вся сила дрожит и вся вечность снится.


И всё, что мчится по безднам эфира, 
 И каждый луч, плотско́й и бесплотный, -- 
 Твой только отблеск, о солнце мира, 
 И только сон, только сон мимолетный.


И этих грез в мировом дуновеньи 
 Как дым несусь я и таю невольно, 
 И в этом прозреньи, и в этом забвеньи 
 Легко мне жить и дышать мне не больно.


В тиши и мраке таинственной ночи 
 Я вижу блеск приветный и милый, 
 И в звездном хоре знакомые очи 
 Горят в степи над забытой могилой.


Трава поблекла, пустыня угрюма, 
 И сон сиротлив одинокой гробницы, 
 И только в небе, как вечная дума, 
 Сверкают звезд золотые ресницы.


И снится мне, что ты встала из гроба, 
 Такой же, какой ты с земли отлетела, 
 И снится, снится: мы молоды оба, 
 И ты взглянула, как прежде глядела.


"
"24",1864,"«Жизнь пронеслась без явного следа...»","Жизнь пронеслась без явного следа. 
 Душа рвалась -- кто скажет мне куда? 
 С какой заране избранною целью? 
 Но все мечты, всё буйство первых дней 
 С их радостью -- всё тише, всё ясней 
 К последнему подходят новоселью.


Так, заверша беспутный свой побег, 
 С нагих полей летит колючий снег, 
 Гонимый ранней, буйною метелью, 
 И, на лесной остановясь глуши, 
 Сбирается в серебряной тиши 
 Глубокой и холодною постелью.


"
"25",1847,"«Я люблю его жарко: он тигром в бою...»","Я люблю его жарко: он тигром в бою 
 Нападает на хищных врагов; 
 Я люблю в нем отраду, награду мою 
 И потомка великих отцов.


Кто бы ни был ты -- странник простой иль купец -- 
 Ни овцы, ни верблюда не тронь! 
 От кобыл Мугаммеда его жеребец -- 
 Что небесный огонь этот конь.


Только мирный пришлец нагибайся в шатер 
 И одежду дорожную скинь; 
 На услугу и ласку он ловок и скор: 
 Он бадья при колодце пустынь.


Будто месяц над кедром, белеет чалма 
 У него средь широких степей. 
 Я люблю, и никто -- ни Фатима сама -- 
 Не любила пророка сильней!


"
"26",1847,"«Не дивись, что я черна...»","Не дивись, что я черна, 
 Опаленная лучами; 
 Посмотри, как я стройна 
 Между старшими сестрами.


Оглянись: сошла вода, 
 Зимний дождь не хлещет боле; 
 На горах опять стада, 
 И оратай вышел в поле.


Розой гор меня зови; 
 Ты красой моей ужален, 
 И цвету я для любви, 
 Для твоих опочивален.


Целый мир пахну́л весной, 
 Тайный жар владеет девой; 
 Я прильну к твоей десной, 
 Ты меня обнимешь левой.


Я пройду к тебе в ночи 
 Незаметными путями; 
 Отопрись -- и опочий 
 У меня между грудями.


"
"27",1847,"Соловей и роза : «Небес и земли повелитель...»","Небес и земли повелитель, 
 Творец плодотворного мира 
 Дал счастье, дал радость всей твари 
 Цветущих долин Кашемира.


И ра́вны все звенья пред Вечным 
 В цепи непрерывной творенья, 
 И жизненным трепетом общим 
 Исполнены чудные звенья.


Такая дрожащая бездна 
 В дыханьи полудня и ночи, 
 Что ангелы в страхе закрыли 
 Крылами звездистые очи.


Но там же, в саду мирозданья, 
 Где радость и счастье -- привычка, 
 Забыты, отвергнуты счастьем 
 Кустарник и серая птичка.


Листов, окаймленных пила́ми, 
 Побегов, скрывающих спицы, 
 Боятся летучие гости, 
 Чуждаются певчие птицы.


Безгласная серая птичка 
 Одна не пугается терний, 
 И любят друг друга, -- но счастья -- 
 Ни в утренний час, ни в вечерний.


И по небу веки проходят, 
 Как волны безбрежного моря; 
 Никто не узнает их страсти, 
 Никто не увидит их горя.


Однажды сияющий ангел, 
 Купаяся в безднах эфира, 
 Узрел и кустарник, и птичку 
 В долине ночной Кашемира.


И нежному ангелу стало 
 Их видеть так грустно и больно, 
 Что с неба слезу огневую 
 На них уронил он невольно.


И к утру свершилося чудо: 
 Краснея и млея сквозь слезы, 
 Склонилася к ветке упругой 
 Головка душистая розы.


И к ночи с безгласною птичкой 
 Еще перемена чудесней: 
 И листья и звезды трепещут 
 Ее упоительной песней.


"
"28",1847,"Соловей и роза : «И во сне только любит и любит...»","И во сне только любит и любит, 
 И от счастия плачет и спит! 
 Эти песни она приголубит, 
 Если эхо о них промолчит.


Эти песни земле рассказали 
 Всё, что розе приснилось во сне, 
 И глубоко, глубоко запали 
 Ей в румяное сердце оне.


И в ночи под землею коренья 
 Влагу ночи сосут да сосут, 
 А у розы слезой умиленья 
 Бриллиантами слезы текут.


Отчего ж под навесом прохлады 
 Раздается так голос певца? 
 Роза! песни не знают преграды: 
 Без конца твои сны, без конца!


"
"29",1847,"Соловей и роза : «Рая вечного изгнанник...»","Рая вечного изгнанник, 
 Вешний гость я, певчий странник; 
 Мне чужие здесь цветы; 
 Страшны искры мне мороза. 
 Друг мой, роза, дева-роза, 
 Я б не пел, когда б не ты.


"
"30",1847,"Соловей и роза : «Полночь -- мать моя родная...»","Полночь -- мать моя родная, 
 Незаметно расцвела я 
 На заре весны; 
 Для тебя ж у бедной розы 
 Аромат, краса и слезы, 
 Заревые сны.


"
"31",1847,"Соловей и роза : «Ты так нежна, как утренние розы...»","Ты так нежна, как утренние розы, 
 Что пред зарей несет земле восток; 
 Ты так светла, что поневоле слезы 
 Туманят мне внимательный зрачок;


Ты так чиста, что помыслы земные 
 Невольно мрут в груди перед тобой; 
 Ты так свята, что ангелы святые 
 Зовут тебя их смертною сестрой.


"
"32",1847,"Соловей и роза : «Ты поешь, когда дремлю я...»","Ты поешь, когда дремлю я, 
 Я цвету, когда ты спишь; 
 Я горю без поцелуя, 
 Без ответа ты грустишь.


Но ни грусти, ни мученья 
 Ты обманом не зови: 
 Где же песни без стремленья? 
 Где же юность без любви?


"
"33",1847,"Соловей и роза : «Зацелую тебя, закачаю...»","Дева-роза, доброй ночи! 
 Звезды в небесах. 
 Две звезды горят, как очи, 
 В голубых лучах;


Две звезды горят приветно 
 Нынче, как вчера; 
 Сон подкрался незаметно... 
 Роза, спать пора!


"
"34",1847,"Соловей и роза / «Зацелую тебя, закачаю...»","Зацелую тебя, закачаю, 
 Но боюсь над тобой задремать: 
 На заре лишь уснешь ты; я знаю, 
 Что всю ночь будешь петь ты опять.


Закрываются милые очи, 
 Голова у меня на груди. 
 Ветер, ветер с суровой полночи, 
 Не тревожь его сна, не буди.


Я сама притаила дыханье, 
 Только вежды закрыл ему сон, 
 И над спящим склоняюсь в молчаньи: 
 Всё боюсь, не проснулся бы он.


Ветер, ветер лукавый, поди ты, 
 Я умею сама целовать; 
 Я устами коснуся ланиты, 
 И мой милый проснется опять.


Просыпайся ж! Заря потухает: 
 Для певца золотая пора. 
 Дева-роза тихонько вздыхает, 
 Отпуская тебя до утра.


"
"35",1847,"Соловей и роза : «Ах, опять к ночному бденью...»","Ах, опять к ночному бденью 
 Вышел звездный хор... 
 Эхо ждет завторить пенью... 
 Ждет лесной простор.


Веет ветер над дубровой, 
 Пышный лист шумит, 
 У меня в тени кленовой 
 Дева-роза спит.


Хорошо ль ей, сладко ль спится, 
 Я предузнаю 
 И звездам, что ей приснится, 
 Громко пропою.


"
"36",1847,"Соловей и роза : «Я дремлю, но слышит...»","Я дремлю, но слышит 
 Роза соловья; 
 Ветерок колышет 
 Сонную меня.


Звуки остаются 
 Все в моих листках; 
 Слышу, -- а проснуться 
 Не могу никак.


Заревые слезы, 
 Наклоняясь, лью. 
 Пой у сонной розы 
 Про любовь мою!


"
"37",1842,"«Не здесь ли ты легкою тенью...»","Не здесь ли ты легкою тенью, 
 Мой гений, мой ангел, мой друг, 
 Беседуешь тихо со мною 
 И тихо летаешь вокруг?


И робким даришь вдохновеньем, 
 И сладкий врачуешь недуг, 
 И тихим даришь сновиденьем, 
 Мой гений, мой ангел, мой друг...


"
"38",1847,"«Я болен, Офелия, милый мой друг...»","Я болен, Офелия, милый мой друг! 
 Ни в сердце, ни в мысли нет силы. 
 О, спой мне, как носится ветер вокруг 
 Его одинокой могилы.


Душе раздраженной и груди больной 
 Понятны и слезы, и стоны. 
 Про иву, про иву зеленую спой, 
 Про иву сестры Дездемоны.


"
"39",1846,"«Офелия гибла и пела...»","Офелия гибла и пела, 
 И пела, сплетая венки; 
 С цветами, венками и песнью 
 На дно опустилась реки.


И многое с песнями канет 
 Мне в душу на темное дно, 
 И много мне чувства, и песен, 
 И слез, и мечтаний дано.


"
"40",1843,"«Как ангел неба безмятежный...»","Как ангел неба безмятежный, 
 В сияньи тихого огня 
 Ты помолись душою нежной 
 И за себя и за меня.


Ты от меня любви словами 
 Сомненья духа отжени 
 И сердце тихими крылами 
 Твоей молитвы осени.


"
