"","year","header","text_raw"
"11",1836,"Отчужденный : «Как дневной смолкает шум...»","Как дневной смолкает шум, 
 Как лазурный свод темнеет, 
 Над землей незримо веет 
 Тихой жизнью ангел дум!.. 
 В эту сладостную пору, 
 Как в священной тишине, 
 Предстает природа взору, 
 Безмятежная во сне, 
 Страсти буйное безумье 
 Далеко бежит души, 
 И таинственно раздумье 
 Сходит на сердце в тиши! 
 В это чудное мгновенье 
 Есть неясная печаль, 
 Есть неясное стремленье, 
 Будто сердце рвется вдаль, 
 Будто хочет породниться 
 В целом мире с чем-нибудь, 
 И вдвойне больная грудь 
 Одиночеством томится.


Одинокий гость земли 
 Зрит ли звездочки вдали, 
 Как они меж облаками 
 Блещут яркими четами, 
 Иль, задумчив, смотрит он, 
 Как, всходя на небосклон, 
 И любви и неги полный, 
 Лобызает месяц волны 
 Иль следит за ветерком, 
 Как он вьется над цветком, 
 Как в таинственном лобзанье 
 Пьет душистое дыханье... 
 Жизнь их сладостная в нем 
 Не горит живым огнем! 
 Он, душою отчужденный, 
 Их союза не поймет: 
 Для души уединенной 
 Мир прекрасный не живет.


Но когда, благословенны 
 Вседержавною рукой. 
 Две души союз священный 
 Заключат между собой, 
 Как огонь любви согреет 
 Их волшебной теплотой, 
 Откровение повеет 
 Вмиг над любящей четой, -- 
 Тайны те, что схоронила 
 Грудь природы глубоко, 
 Вдохновительная сила 
 Разрешает ей легко. 
 В лоно пламенных объятий 
 Двух любовников как братий 
 Мир приемлет, -- и тогда 
 С ними жизнь его слита: 
 Звезд и месяца сиянье, 
 Шум дерев и говор вод, 
 И цветов благоуханье -- 
 Всё им голос подает, 
 Всё в них жизнь переливает, 
 Как с природой их одно 
 Навсегда соединяет 
 Неразрывное звено.


Под навесом зыбкой сени, 
 Где цветущие сирени 
 Наклонились головой 
 Над дерновою скамьей, 
 Слышен голос: / «Что, мой милый, 
 Смотришь в очи мне уныло? 
 Что мне руку пожал ты?»


Друг мой, грустные мечты 
 Взволновали вдруг мне душу.


Что ж? Скажи!


Ты печален: почему же 
 Мне печальною не быть? 
 Радость я делю: кому же 
 И печаль с тобой делить?


Так взгляни ж на это море, 
 Как роскошно на просторе 
 Блещет тканью золотой, 
 Озаренное луной! 
 Что же, если б перл вселенной, 
 Неожиданно, мгновенно, 
 Месяц на небе потух 
 И упал на волны вдруг 
 Мрак несходный и угрюмый?


Отчего же этой думой 
 Ты глубоко поражен? ..


Ею был перенесен 
 Я к другой мечте мятежной. 
 Я тебя, мой ангел нежный, 
 С этим месяцем сравнил; 
 Что б мне мир прекрасный был, 
 Если б снова я душою 
 В нем остался сиротою, 
 Если б (страшная мечта!) 
 Эти очи и уста...


Что ж печалиться, мой милый? 
 Жизнь верна и за могилой. 
 Не равно ли, здесь иль там? 
 Лишь бы жить не розно нам!


Верю, верю упованью! 
 Но за гроб одним путем, 
 К замогильному свиданью, 
 Всё ж не вместе мы пойдем. 
 Молод я, во цвете силы: 
 Мне далёко до могилы! 
 Ты же жизнию -- цветок, 
 Юных дней твоих поток 
 Унесет одно страданье, 
 Как уносит ветерок 
 Жизнь цветка -- благоуханье. 
 О, коль это испытанье 
 Суждено мне в цвете лет, 
 Я, клянусь, тебе вослед 
 Землю грустную оставлю, 
 И, свободною душой, 
 Где б ты ни была, направлю 
 Мой полет я за тобой! 
 Он замолк; она молчала, 
 Но к груди его припала 
 Чернокудрой головой, 
 И, храня следы печали, 
 Очи тихие сияли 
 Умиленною слезой.


Есть предчувствие -- я верю, 
 Невозвратную потерю 
 В нас душа предузнает: 
 Вот сирень еще цветет 
 Над скамьей уединенной, -- 
 Что ж тропою потаенной 
 В час, как ночи тень падет, 
 К ней никто уже нейдет? .. 
 Не придет опять младая 
 Нам знакомая чета!


В злом недуге угасая, 
 Вот на ложе смерти та, 
 Чьи давно ль во мраке ночи 
 Пламенели негой очи, 
 А теперь при блеске дня 
 Будто звезды без огня. 
 Вот и он, друг сердца милый, 
 Неподвижный и унылый, 
 На коленях у одра. 
 Он следит, как жизнь в ней вянет, 
 Но не верит, что настанет 
 Сердцу страшная пора!


Не спасла любовь и вера, 
 Мук земных свершилась мера, -- 
 Сна могильного крыло 
 Осеняет ей чело. 
 И на долгую разлуку 
 Холодеющую руку 
 Другу подала она: 
 Жизни дрогнула струна, -- 
 И душа, подобно звуку, 
 На невидимых крылах, 
 Утонула в небесах.


Есть пределы упованьям! 
 Вот с отчаянным рыданьем 
 Он упал у хладных ног, 
 Вдруг у ног пахнул одеждой 
 Перелетный ветерок. 
 Вспыхнул юноша надеждой: 
 К ней!.. зовет... Обман жесток! 
 Безответен зов бесплодный. 
 Неподвижен труп холодный, 
 Очи, перси и уста -- 
 Всё замолкло навсегда.


И безумно страшным взором 
 Обратился он с укором 
 К отдаленным небесам, 
 Но светло всё было там, 
 Синева небес сияла, 
 Божьих ангелов семья 
 Хором в рай сопровождала 
 Душу чистую ея...


Выпал жребий неизбежный! 
 И любовник молодой 
 Клятвы страшной, клятвы нежной 
 Сохранил обет святой. 
 Мир безлюдный, мир печальный 
 Для него пустыней стал; 
 Там, в лазури, ясной, дальной, 
 Мир иной страдальца звал.


И пришел он вновь под сени, 
 Где душистые сирени 
 Наклонились головой 
 Над дерновою скамьей. 
 Но уж сердце в нем хладело: 
 Клятву он свершил свою, -- 
 И бесчувственное тело 
 Тихо пало на скамью.


Как из храма пар душистый, 
 Как молитвы голос чистый, 
 Окрыленна и вольна, 
 Новой жизнию полна, 
 Сумрак ночи рассекая, 
 Понеслась душа младая, -- 
 И пред нею всё ярчей 
 Звезды вдоль небес блистали 
 На невидимых крылах 
 И к желанной цели ей 
 Ясно путь обозначали... 
 И прекрасная заря, 
 Блеском розовым горя, 
 Вдалеке пред ней сияла, -- 
 Будто солнцев легион, 
 Слитый вместе, озаряла 
 Отдаленный небосклон. 
 «Вижу, вижу край желанный, 
 Край любви обетованный, 
 И заране узнаю: 
 Там найду любовь мою!» 
 Вдруг невидимая сила 
 Крыл полет остановила. 
 И оттуда, где светло 
 Небо розами цвело, 
 Что-то тихо отделилось 
 Искрой ярко-золотой 
 И над тенью молодой 
 Светлым облаком спустилось.


Разошелся дым златой, 
 И сквозь пар душистый дыма 
 Блещет образ серафима 
 Златокудрый и младой. 
 «Тень преступная, куда ты? 
 Рая в светлые палаты 
 Не достигнешь ты к вратам, 
 Ты не бога любишь там, 
 Но любовь свою земную 
 Переносишь в жизнь иную, -- 
 И на казнь обречена 
 Эта тяжкая вина! 
 Между небом и землею 
 Осужден ты жить душою; 
 Ты с земли отторг себя, -- 
 Рай чуждается тебя!»


Отчужденною душою, 
 В целом мире сирота, 
 Между небом и землею 
 Он живет. Идут лета, -- 
 И не раз ему, случалось, 
 В хоре ангелов сдавалось, 
 Милый голос слышал он... 
 О, как сильно этот звон 
 И мучительным желаньем, 
 И тоской, и упованьем 
 Душу бедную смущал! 
 Крылы вновь он развивал, 
 Но невидимые силы 
 Останавливали крылы 
 И на грустный край земли, 
 Беспощадные, влекли.


"
"12",1836,"Поэзия и жизнь : «Невидимкою слетая...»","Невидимкою слетая 
 В заполунощной тиши, 
 Чаровница молодая, 
 Не тревожь моей души; 
 Пощади меня, сильфида, 
 Я страшусь любви твоей, 
 Отомщает эвменида 
 Каждый звук твоих речей!


Нет! волшебница не внемлет -- 
 Приближается она... 
 Грудь, я чувствую, объемлет 
 Животворная весна, 
 Аромат во мраке вьется, 
 Арфа в воздухе звучит, 
 Звон роскошно в душу льется, 
 Будто ангел говорит!


«Снова ль резвою игрою 
 Хочешь сердце обмануть, 
 Обольстить меня мечтою, 
 Упованием блеснуть? 
 Нет! молю, в залог свиданья 
 Вырви слезы из груди, 
 И хоть жизнь воспоминанья 
 Прежде сердцу возврати!»


Ты... Но жертвенник разбитый 
 Кто опять восстановил? 
 Огнь угасший, огнь забытый 
 Мимолетом оживил?.. 
 В ризе пара голубого 
 Предстоящий мир бежит, 
 И доступным раем снова 
 Мир минувшего открыт!


Те цветы, что рано свяли, 
 Что бессильною росой 
 Тщетно слезы окропляли, 
 Оживают предо мной; 
 Снова пышны, снова блещут, 
 Вновь музыка-аромат, 
 Звуки в лоне их трепещут, 
 В звуках образы кипят.


Кто вы, райские виденья, 
 Девы чистой красоты? 
 Не из царства ль вдохновенья 
 Воплощенные мечты? 
 То сквозь сумрак арфы ваши 
 Блещут солнечным лучом, 
 То рубиновые чаши 
 Звезд трепещущих огнем...


Долу, дивные, коснулись, 
 Блещут, вьются вкруг меня, 
 На призыв их встрепенулись 
 Перси, полные огня; 
 Под влияньем вдохновенным 
 Чаш, и звуков, и цветов 
 На треножнике священном 
 Вновь я жертвовать готов...


Но зачем огонь бледнеет, 
 Пар бежит от алтаря? 
 Не прохлада ль утра веет, 
 Не блеснула ль там заря? 
 Чьи пронзительные крики 
 Воздух воплем потрясли, 
 Что за пасмурные лики 
 Появилися вдали?


Сквозь последний сумрак ночи 
 Узнаю предтечей дня, 
 Их пронзительные очи 
 Леденят и жгут меня; 
 Гаснет пламень вдохновенья 
 Под размахом бурных крил, 
 И святые песнопенья 
 Дерзкий хохот заглушил!


Разом смолкнули напевы, 
 Стихнул пиршественный звон, 
 Прочь испуганные девы 
 Разлетаются, как сон; 
 Тщетно их молю и кличу -- 
 Утопают в блеске дня, 
 И мучителям в добычу 
 Беззащитно предан я!


Сдвинут вихрем ядовитым, 
 С громом жертвенник мой пал, 
 Звон по арфам позабытым 
 Разногласный пробежал, 
 И, с предсмертным содроганьем, 
 Отлетает жизнь струны, 
 И язвительным дыханьем 
 Вновь цветы поражены.


И -- двойник неумолимый -- 
 Кто-то слух терзает мой 
 И насмешкой нестерпимой, 
 И бездушной клеветой; 
 То замру я, леденея, 
 То очувствуюсь в огне, 
 Будто коршун Прометея 
 Разрывает сердце мне!


"
"13",1834,"«Гневен, мрачен и могуч...»","Гневен, мрачен и могуч, 
 На крылах громовых туч, 
 Донебесным великаном 
 Над песчаным океаном, 
 Ураган во мгле ночной 
 Встал, -- и Нил зовет на бой!


Под размахом вражьих крыл 
 Ото сна воспрянул Нил. 
 Злостью грудь его трепещет, 
 Рвется, пенится и блещет 
 Волн сердитых чешуей, 
 Как змея своей броней.


Сшиблись! Ужас и краса -- 
 Эта битва!.. Небеса 
 И земля гремят и стонут, 
 То в пыли и мраке тонут, 
 То при молниях вокруг 
 Скачут брызги как жемчуг.


Рев и гул и вой окрест!.. 
 Как орел, вскружась до звезд 
 И бросаясь с небосклона, 
 Вихорь волны бьет с разгона 
 И в растерзанный поток 
 Сыплет громы и песок.


Всей громадой бурных вод 
 Бездна Нила восстает, 
 Будто пастью крокодила 
 Пыль и громы поглотила, 
 И над ними, как скалы, 
 Снова сдвинула валы.


Вдруг, собрав остаток сил, 
 Вихрь полстепи закружил -- 
 И упал. Из крутояра 
 Волны силою удара 
 Вышиб прочь -- и с двух сторон 
 Их, как рать, рассеял он.


Необуздан, в города, 
 В села, в рощи, на стада 
 Гонит бурные разливы, 
 Рвет деревья, топит нивы 
 И во глубь своих песков 
 С торжеством уходит вновь.


"
"14",1834,"«Лучом животворным зарю зажигая...»","Лучом животворным зарю зажигая, 
 Дух света незримый парит над землей, 
 И, в пурпур прозрачный лазурь одевая, 
 Рубины и перлы он сыплет росой, 
 Облака из дыханья цветов образует, 
 В серебре их купает и как море волнует.


Одетая тучей, черна как в ночи, 
 Гроза убегает на скат небосклона; 
 Но, сыплясь с востока, во глубь ее лона, 
 Как стрелы, несметно вонзились лучи, 
 И будто бы кровью из ран облитая, 
 Падет, закрасневшись, громада седая.


И там, где дух бурь рассыпался огнем, 
 Где ангелы мрака в громах окликались, 
 Волна за волною лучи разыгрались, 
 Сверкая в пространстве небес голубом, 
 И вспыхнуло небо в разливах сиянья, 
 Светло и спокойно, как в утро созданья.


"
"15",1834,"«Взгляни ж на землю! Вот она...»","Взгляни ж на землю! Вот она -- 
 Как из насильственных объятий 
 Освобожденная жена, 
 Борьбы и ужаса печати 
 Еще с прекрасного чела 
 Она изгладить не могла. 
 Коса и локоны развиты, 
 Глаза в слезах, уста раскрыты, 
 И тщетно силится вздохнуть 
 Ее истерзанная грудь.


Подобный вид земля явила 
 На берегах обширных Нила, 
 С волнами, вихрем и грозой 
 Изнеможенная борьбой. 
 Как будто ризою раздранной, 
 Она оделась в пар туманный, 
 Но всюду раны виден след, 
 Где ни пробьется утра свет: 
 Там волны бурного потока 
 Ей грудь изрезали глубоко, 
 Здесь гром рассек ее чело, 
 А тут власы ее кудрявы, 
 Ее зеленые дубравы, 
 Грозой всклочило и пожгло. 
 Напрасно в блеске грани чудной 
 На луг недавно изумрудный 
 Кристаллы сыплются росы: 
 Как будто лезвием косы, 
 Обезображенный набегом 
 И мутной влаги и песков, 
 Предстал он взору грустным брегом 
 Без аромата, без цветов. 
 Нигде, как прежде, не толпятся 
 На тучных пажитях стада, 
 И кущи сел и города 
 Окрест в развалинах дымятся.


О, если б с ближней пирамиды 
 Взглянул в ту пору кто-нибудь, 
 Какой тоской окрестны виды 
 В нем возмутили б ум и грудь! 
 Разрушен бранью вековою, 
 Печален край, свидетель сеч; 
 Но здесь не брань, не огнь, не меч -- 
 Здесь божий гнев прошел грозою! 
 Тот гнев-каратель, кто кругом 
 Равно цветы и пальмы косит 
 И без ошибки мстящий гром 
 На обреченного приносит 
 И в самом сумраке ночном.


"
"16",1834,"«Там, где лотоса цветами...»","Там, где лотоса цветами, 
 Разнесенными грозой, 
 Как блудящими звездами, 
 Нил усеян голубой, 
 Где то вскроется могила, 
 То гора встает из волн, 
 Без весла и без кормила 
 Ветер носит легкий челн.


В челне дева молодая 
 В пышной ризе и цветах, 
 Перевита дорогая 
 Цепь в густых ее кудрях; 
 Но с нарядом несогласна 
 Бледность смертная лица. 
 И поникнул лик прекрасной 
 К персям юноши пловца.


В их очах -- туман испуга; 
 Но любовь еще сильна, 
 И не вырвет друг у друга 
 Их ни вихорь, ни волна. 
 Будто скованы их руки, 
 Мысль одна у них в груди: 
 Жизнь ли, смерть ли впереди, 
 Только б не было разлуки!


Вдруг огромный и крутой 
 Вал пловцам навстречу хлынул, 
 Челн, как пух, из бездны вскинул 
 На хребет высокий свой. 
 Он несет их, полных страха, 
 Между безднами кружит 
 И у берега с размаха 
 Ношу бросил на гранит.


"
"17",1834,"«Из родины чудес, где Инда льются воды...»","Из родины чудес, где Инда льются воды, 
 Где густо разрослись священных рощей своды, 
 Где, жарко некогда кипевшее в огне, 
 Остыло золото в нагорной глубине, 
 И яхонт и алмаз наводят мысль, что боги 
 Развалинам свои там предали чертоги, -- 
 Поднявшись от цветов на крыльях ветерка, 
 Чуть видны, плавали в лазури облака.


Как, в бархате ковров роскошно утопая, 
 Гарема пышного царица молодая, 
 Когда вокруг нее туманом голубым 
 С курильниц дорогих душистый вьется дым, 
 И пламенного сна, подобную виденью, 
 Ее прозрачною окидывает тенью, -- 
 Так Пери, при луне, в безмолвии ночном, 
 Летящих облаков обвита серебром, 
 Беспечно вверившись воздушному их лону, 
 Несется, легкая, как звук по небосклону.


И виденье вслед виденью 
 Развиваются пред ней, 
 То окинутые тенью, 
 То в сиянии лучей: 
 Вон, как скатерти шелковы, 
 Видны темные дубровы 
 И озера в их глуши, 
 Будто сребряны ковши; 
 По краям холмов вершины 
 Озаренные стоят, 
 Словно духи-исполины 
 За трапезою сидят.


Вон степь -- урагана широкое ложе, 
 Сама золотая при блеске лучей, 
 А скалы нагие пестреют на ней, 
 Как черные пятна по барсовой коже. 
 Потоки меж ними как змеи скользят 
 И в области смерти о жизни звучат; 
 И пальмы, внимая призванию их, 
 Сошлися толпою у струй голубых 
 И смотрят с курганов на волны песчаны, 
 Кивая косматой своей головой, 
 Как будто бы кличут к себе караваны, 
 Чтоб дать им защиту в полуденный зной.


Степи резким рубежом, 
 Горы сдвинулись кругом; 
 Их подошву омрачая, 
 Морем туча громовая 
 Вдоль гребнистого чела 
 Необъятная легла. 
 И как остров, возникая 
 Из среды туманной мглы, 
 Здесь торчит хребет скалы, 
 Дальше льдина вековая, -- 
 И мелькают при луне 
 В чудных образах оне: 
 То хрустальный блещет терем, 
 То грозит седой колосс, 
 То под тенью страшным зверем 
 Поднял голову утес.


За ними -- бездна голубая, 
 Подобна блеском небесам, 
 Трепещет в ней луна другая, 
 Другие звезды блещут там. 
 Но как огромными крылами 
 Над ними вея парусами, 
 За кораблем корабль бежит, 
 Разочаровывая вид, -- 
 Меж двух небес, в пучине света, 
 Они на дышащем стекле 
 Скользят как тень, как у поэта 
 Земная дума на челе.


И вот исчезло всё: дубровы, степи, море, 
 И Пери носится высоко на просторе, 
 И гимн ночных светил ей слышен издали. 
 Но грань положена меж неба и земли. 
 Немея, крылья там земные тяготеют, 
 И ангелы ее переступить не смеют, 
 С тех пор как прелести и ласки дев земных 
 Преступно увлекли прекраснейших из них, 
 Чтоб, свергнуты с небес, лишенные сиянья, 
 В тоске мучительной, в мольбах без упованья, 
 Несбыточных надежд влачили грустный век 
 И плакали о них, как плачет человек.


Но мысли, Эдема лучи золотые, 
 Бессмертьем зажегшие грудь, 
 Летят без преград за пределы земные, 
 В обратный на родину путь: 
 Их манит сиянье родного потока, 
 Им грустно в темнице светить одиноко, -- 
 В источнике света хотят утонуть. 
 И пламенной мыслью приблизилась Пери 
 К заветным эдемским дверям, 
 Но страшно и мыслью проникнуть за двери: 
 Судья ей, преступнице, -- там! 
 Ей чудятся хоры, небесные звуки; 
 Волнуется море сиянья кругом: 
 О, сколько отрады, и грусти, и муки!.. 
 Улыбка блеснула -- и слезы ручьем! 
 И пали на грудь ей их жаркие волны. 
 Из сердца уходит пленительный сон, 
 И, холодом вея, пустынный, безмолвный, 
 Опять ее обнял земной небосклон.


Свой блеск последний звезды мещут; 
 Но там, вдали, кипят и блещут 
 Живые волны янтаря. 
 И, бледным золотом сияя, 
 Полнеба тихо обнимая, 
 Как море, льется там заря. 
 И облака, что в ночь носились 
 Высоко с Пери молодой, 
 Светлея, долу опустились, 
 Как бы влекомые зарей; 
 Сперва над влагой золотистой 
 Катились пеной серебристой, 
 Потом, повиснув над землей, 
 В хрустальный замок превратились, 
 И вдруг в сияньи растопились 
 И пали радужной росой.


И, блестящие росою, 
 Над поверхностью земною, 
 Пери тихо развила 
 Светозарных два крыла. 
 Но какой земли равнина 
 Ей открылась с высоты? 
 Роз ли видны Низибина 
 Снежно-белые кусты? 
 Иль горят огнем рубина 
 Кашемирские цветы? 
 Не родных ли волн Гангеса 
 Слышен шум под сводом леса, 
 Или плещет Иордан, 
 И вдали, огромной тучей, 
 Кедров бор неся дремучий, 
 Подымается Ливан?


На цветы, леса и волны 
 Пери взор, вниманья полный, 
 Долго тщетно устремлен: 
 Их узнать не может он! 
 Вдруг на скате небосклона 
 Солнце вспыхнуло -- и вот 
 На высокий лик Мемнона, 
 Как блестящая корона, 
 Первый луч его падет. 
 Грудь немая истукана 
 Теплотой оживлена, 
 Звуком громкого тимпана 
 Содрогнулася она. 
 Цепью дальних гор и долом 
 Прокатился чудный звон, 
 И царя степей глаголом 
 Край окрестный пробужден. 
 С вековых гробниц пустыни 
 Утра пар слетает синий, 
 Отблеск дня передает 
 Пирамиде пирамида, 
 И с вершины их падет 
 Яркий свет в лазурь Мерида, 
 Где, разлив дневных лучей 
 Возвещая громким криком, 
 В тростнике проснулась диком 
 Стая вольных лебедей; 
 Звучно их плеснули крыла, 
 С шумом стая поднялась 
 И к волнам раздольным Нила 
 Светлой нитью понеслась.


"
"18",1834,"«И Пери вслед за лебедями...»","И Пери вслед за лебедями 
 Кружит над нильскими водами. 
 Но сжата грудь ее тоской! 
 Увы, печальнее кладбища 
 Луга, и нивы, и жилища, 
 Опустошенные грозой 
 И Нила бурною волной. 
 И прочь от грустного предела 
 Уже лететь она хотела. 
 Вдруг тихий плач сквозь говор вод 
 Остановил ее полет, 
 И Пери видит раздробленный 
 Об острый камень и песком 
 До половины занесенный 
 Челнок на береге крутом.


Вблизи, под кручью скал, на каменных ступенях, 
 И бледен и уныл, как призрак гробовой, 
 Склонился юноша: на трепетных коленях 
 Покоя голову подруги молодой 
 И очи устремя в ее недвижны очи, 
 Он тихо шепчет ей: «Звезда моя, взгляни! 
 Рассей холодный мрак моей сердечной ночи, 
 Из розы нежных уст любовию дохни!.. 
 Скажи, что ты живешь!.. Я чувствую, я верю -- 
 Две страстные души взаимную потерю 
 Заране узнают: в грозу, под громом вод, 
 Я б сердцем услыхал души твоей полет!»


Мольба напрасная! Покрыты 
 Могильной бледностью ланиты 
 Прекрасной девы; взор потух, 
 Словам любви не внемлет слух; 
 Ни разу грудь не встрепенется; 
 И только кровь из ран ея, 
 Где вгрызлись камней острия, 
 Полузапекшаяся льется!


И с громким воплем обхватил 
 Труп девы юноша несчастный, 
 Прижал к груди безумно-страстно, 
 Уста к устам ее склонил, 
 Как будто пламенным дыханьем, 
 Как будто огненным лобзаньем 
 В ее бесчувственную грудь 
 Хотел всю жизнь свою вдохнуть. 
 Надежда тщетная!.. Свалился 
 Тяжел остывший труп немой, 
 Лишь на плече остановился 
 Окостенелою рукой, 
 Да заструившись, как живая, 
 Коса рассыпалась густая, 
 Блестя при солнечных лучах, 
 Как ключ сверкающий в горах.


Ожесточенный, мрачный, злобный, 
 Стреле отравленной подобный, 
 Страдалец бросил к небу взор, -- 
 Немой, но дерзостный укор! 
 Взглянул на труп -- и, полный муки, 
 Еще к пылающим устам 
 Прижал уста, и грудь, и руки... 
 И пал без чувств к его ногам.


"
"19",1834,"«Состраданием и страхом...»","Состраданием и страхом 
 Пери вдруг поражена; 
 Близ страдальца пред Аллахом 
 Пала ниц в слезах она. 
 «О, пошли ему, -- молила, -- 
 Мира ангела, Алла! 
 Скорбь в нем веру погасила, 
 Разум страсть превозмогла! 
 Не даруй -- да грешный ропот 
 Будет гибелью души!..»


Но тяжелый вздох и шепот 
 Ей послышались в тиши: 
 Пери к юноше припала, -- 
 Грудь в ней робко трепетала. 
 Бедный жив!.. И страшно ей, 
 Чтобы ропотом бессильным 
 Он мученьям замогильным 
 Не обрек души своей, 
 Чтоб кончины ангел нежный, 
 Слыша вопль его мятежный, 
 Устрашен, не отлетел 
 И, о гибнущем тоскуя, 
 Мирового поцелуя 
 Дать устам его не смел!


И печальным размышленьем 
 Пери вновь увлечена. 
 Вдруг -- как будто вдохновеньем 
 Оживилася она: 
 «Знаю, замысел мой грешен, 
 Но да будет грех свершен, 
 Если скорбный им утешен, 
 Падший небу возвращен! 
 Заповедано от века 
 Светлым Пери -- человека 
 Не прельщать своей красой. 
 Но, как звук струны послушный, 
 Лик рассеявши воздушный, 
 Образ я приму земной; 
 И, оспорив у могилы, 
 Труп, еще страдальцу милый, 
 Оживлю моей душой; 
 И к нему подругой нежной, 
 Чтоб не гибнул безнадежный, 
 В час предстану роковой. 
 Как она, с тоской, с любовью, 
 Я приникну к изголовью, 
 Нежный взгляд ее возьму, 
 Звук речей ее приму, 
 Чтоб, словам моим внимая, 
 В нем невольно, умирая, 
 Примирилась с небом вновь 
 Благодарная любовь!»


"
"20",1834,"«Едва замолкнула -- и Пери образ ясный...»","Едва замолкнула -- и Пери образ ясный, 
 Как в темном облаке свет радуги прекрасной, 
 Как легкая струя дыхания цветов, 
 Растаял в воздухе и скрылся в царстве снов.


Но девы молодой бесчувственное тело 
 Внезапно жизнию роскошной закипело, 
 В холодном мраморе поблекнувших ланит 
 Кровь снова пламенем и пурпуром горит. 
 Улыбкой томною уста ее зажглися, 
 Как утренний туман, ресницы поднялися, 
 Но в темное стекло погаснувших очей 
 Едва проникнул свет пронзительных лучей, 
 Вздохнула тяжко грудь, уста затрепетали, 
 Из них исторгся крик -- звук боли и печали, 
 С каким, предчувствуя страданья впереди, 
 Душа приемлет жизнь в младенческой груди.


О Пери, Пери! Тщетно крыла 
 Ты вновь хотела б развернуть! 
 Уж человеческая грудь 
 Тебя мучительно стеснила! 
 В какую бездну темноты 
 Из моря блеска пала ты! 
 К лучам пылающим привычный, 
 В пространстве неба безграничный, 
 Внезапно твой потускнул взор, 
 Как бы подернутый туманом 
 Очей в вместилище стеклянном; 
 И неба ясного простор, 
 Где недоступные светила 
 Ты беспрепятственно следила, 
 Теперь как будто бы потух 
 И тесно сдвинулся вокруг; 
 И этот воздух благовонный, 
 Который всюду за тобой 
 Вился душистою струей, 
 Весной и блеском напоенный, -- 
 И он вокруг тебя сгущен, 
 Твоим дыханьем заражен!


На раздолье, на просторе 
 Вольны волны льются в море, -- 
 С ветром спорят быстротой, 
 С солнцем -- блеска красотой; 
 Но из родины прозрачной 
 Заключенные в сосуд, 
 Волны тихи, волны мрачны, 
 Не блестят и не бегут. 
 Как живые волны моря, 
 Быстротой с лучами споря, 
 Мысли Пери от земли 
 Смело вдаль ее несли, 
 Вдруг, лишенны сил, смутились, 
 В мрак внезапный погрузились: 
 Узкий череп стиснул их 
 В костяных стенах своих. 
 И забот земных тревога 
 В них нестройно поднялась: 
 С мыслью, яркой искрой бога, 
 Жизнь телесная слилась!


И грустные на Пери бросил тени 
 Мир новых дум и чувств и впечатлений, 
 Все трудности земного бытия 
 Предстали вдруг понятиям ея -- 
 Она несет в заимствованном теле 
 Страдания, ей чуждые доселе: 
 Ей темя жжет полудня острый луч, 
 От жажды грудь горящая томится 
 И кровь ее, как нефти жаркий ключ, 
 Огнем из ран пылающих струится.


Но и средь мук увлечена 
 Невольным чувством состраданья: 
 «О люди! бедные созданья! -- 
 Уныло молвила она. -- 
 Как много силы и терпенья, 
 Как много веры надо вам, 
 Чтоб в дни подобного мученья 
 За жизнь, в пылу ожесточенья, 
 Не слать упреков небесам!» 
 И взор ее, участья полный, 
 На юношу страдальца пал, 
 Который, бледный и безмолвный, 
 Еще у ног ее лежал...


И сердце, как арфа, чьи струны молчали, 
 Но вдруг под незримым перстом зазвучали, 
 Мелодией стройной ей подало весть, 
 Что в жребии смертных и радости есть. 
 И Пери прижала к груди своей руки, 
 Полна упоенья, не смея дышать, 
 И слушает жадно ей новые звуки, 
 Хоть тайны их чудной не может понять. 
 Но грудь ее темным зажглась упованьем, 
 Но жизнь человека, грозившая ей 
 За мукою мукой, сцепленьем скорбей, 
 Как будто блеснула волшебным сияньем, 
 И прелесть той жизни угадывал ум 
 В волненьи доселе неведомых дум.


Какой же тайной, дивной власти 
 Рассудок Пери предала? 
 Увы, она чужие страсти 
 В груди угаснувшей зажгла! 
 И за поступок свой преступный 
 Душой, им прежде недоступной, 
 Их в казнь от неба приняла! 
 И всё, что страстного таилось 
 При жизни девы молодой, 
 В ее останках оживилось, 
 Как яд одежды роковой, 
 Согретый персей теплотой! 
 И сердце вновь заговорило 
 Понятным трепетом своим, 
 И тот, кого оно любило, 
 Опять им пламенно любим!..


"
