"","year","header","text_raw"
"11",1839,"Нейдорфская ночь : «Уж солнце скрылось за горою...»","Уж солнце скрылось за горою, 
 Уж затенился день вечернею зарею, 
 И понемногу ночь настлала свой покров 
 На засыпающий Нейдорф, 
 И небо ясное усеялось звездами; 
 Тут мне повеяло мечтами 
 О стороне моей родной.


Как часто там, в тиши ночной, 
 Те ж звезды для меня сияли 
 И сердцу сладостно вещали 
 О чем-то лучшем, неземном, 
 И думы резвые летали 
 В их хороводе золотом, 
 И сердцу милый отчий дом 
 Их покровительству вверяли.


Я как-то лучше был душой, 
 Глядя на их волшебный строй; 
 Но вы тогда со мной бывали, 
 И звезды вместе нам сияли, -- 
 Родные сердцу и друзья, 
 И вас сливала мысль моя! 
 Теперь я здесь один скитаюсь, 
 Один на звезды я гляжу, 
 Но вас опять я нахожу -- 
 В звездах я с вами съединяюсь, 
 Мне светит в них ваш добрый взгляд, 
 Они -- о вас мне говорят.


О, сердцу родные! 
 На звезды златые 
 Взгляните порой, 
 Вам также сияет 
 И вас осеняет 
 Их хор неземной! 
 Два слова скажите, 
 Поклон мне пошлите, 
 Они долетят! 
 Они заблестят! 
 В их светлом сиянье, 
 В душевном свиданье 
 Мы миг проведем, 
 И с новою силой 
 Разлуки унылой 
 Тоску понесем.


"
"12",1839,"Птичка : ««Молодая пташечка...»","«Молодая пташечка, 
 Ты куда летишь? 
 Ты куда из клеточки, 
 Резвая, спешишь?


Берегись, в полях тебя 
 Сторожит стрелок, 
 Иль к мальчишке, может быть, 
 Попадешь в силок.


Иль тебя вдруг хищная 
 Птица заклюет, 
 Иль среди погодушки 
 Гром тебя убьет».


«Я лечу на родину, 
 Там гнездо совью, 
 Там весну увижу я 
 Прежнюю свою.


В чистом, ясном воздухе 
 Буду ликовать, 
 О своей неволюшке 
 С песней вспоминать.


Не боюсь опасностей, 
 Грома, ни сетей, 
 Грусть и одиночество 
 Изведут скорей.


А когда ударит вдруг 
 Час последний мой, 
 Мыслью той утешуся, 
 Что лечу домой.


За надежду сладкую 
 Смертью заплачу; 
 А кто знает, может быть, 
 Я и долечу».


«Ну, лети же, пташечка, 
 Лети, бог с тобой! 
 Ах! И мне как хочется 
 Самому домой.


И когда бы крылышки 
 Я твои имел, 
 Я давно на родину 
 Сам бы улетел».


"
"13",1839,"Русский снег в Париже : «Здорово, русский снег, здорово!..»","Здорово, русский снег, здорово! 
 Спасибо, что ты здесь напал, 
 Как будто бы родное слово 
 Ты сердцу русскому сказал.


И ретивое запылало 
 Любовью к родине святой, 
 В груди отрадно заиграло 
 Очаровательной мечтой.


В родных степях я очутился, 
 Зимой отечества дохнул, 
 И от души перекрестился, 
 Домой я точно заглянул.


Но ты растаешь, и с зарею 
 Тебе не устоять никак, 
 Нет, не житье нам здесь с тобою: 
 Житье на родине, земляк!


"
"14",1840,"Тарантелла : «Вот луна глядится в море...»","Вот луна глядится в море, 
 В небе вещая горит, 
 Видит радость, видит горе 
 И с душою говорит...


Говорит душе беспечной: 
 «Пой, любуйся, веселись! 
 Дивен мир, но мир не вечный! 
 Выше, выше понесись, 
 Жизни слишком скоротечной 
 Не вдавайся, не держись. 
 Думам здесь не развернуться, 
 Не успеешь оглянуться -- 
 Всё прекрасное пройдет! 
 А на небе безопасно, -- 
 Небо чисто, небо ясно, 
 В нем обширнее полет».


Вот луна глядится в море, 
 В небе вещая горит, 
 Видит радость, видит горе 
 И с душою говорит...


«Посмотри: уж догорает 
 Освещенье на пирах, 
 Шум оркестров затихает, 
 И одна, почти в слезах, 
 Дева бедная вздыхает 
 Об утраченных часах. 
 Посмотри: завяли розы; 
 Посмотри: лиются слезы... 
 Где забав горячий след? 
 А на небе всё прекрасно,-- 
 Небо чисто, небо ясно, 
 Даже облачка в нем нет!»


Вот луна глядится в море, 
 В небе вещая горит, 
 Видит радость, видит горе 
 И с душою говорит...


«Как цвела и как любила 
 Эта юная чета; 
 Восхищала, веселила 
 Их любовь, их красота! 
 Тут измена, здесь могила; 
 Всё земное -- суета. 
 Как непрочно всё, что мило! 
 Счастье многое сулило, 
 Но сдержало ли обет? 
 А на небе всё прекрасно, -- 
 Небо чисто, небо ясно, 
 И обмана в небе нет».


Вот луна глядится в море, 
 В небе вещая горит, 
 Видит радость, видит горе 
 И с душою говорит...


«Вот счастливца окружают 
 Дети, други, как цветы 
 Вкруг его благоухают... 
 Но надолго ль? Видишь ты, 
 Друг за другом отпадают, 
 Точно с дерева листы, -- 
 И один, осиротелый, 
 По дороге опустелой, 
 Пригорюнясь, он идет. 
 А на небе всё прекрасно, -- 
 Небо чисто, небо ясно, 
 Там разлука не живет».


Вот луна глядится в море, 
 В небе вещая горит, 
 Видит радость, видит горе 
 И с душою говорит…


«Увлекаешься ль мечтою 
 Славы доблестных трудов? 
 Видишь стаю за собою 
 И зоилов, и врагов, 
 Ты обрызган клеветою, 
 Ты везде встречаешь ков; 
 Твой восторг охладевает, 
 Чувств святыню оскорбляет 
 Света хохот, света лед. 
 Но взнесись на небо ясно, -- 
 Там свободно, там прекрасно, 
 И оно тебя поймет».


Вот луна глядится в море, 
 В небе вещая горит, 
 Видит радость, видит горе 
 И с душою говорит…


Говорит душе унылой: 
 «Мир роскошный опустел 
 Для тебя, и легкокрылый 
 Дух веселья отлетел, -- 
 Но крепись духовной силой, 
 Нет, не в мире твой удел! 
 Твой удел вот здесь, меж нами, 
 Меж блестящими звездами 
 Прежнее тебя всё ждет, 
 Всё, что мило, что прекрасно, 
 Небо чисто, небо ясно 
 Для тебя здесь бережет.


"
"15",1840,"Что я видел вчера : «России ангел облачился...»","России ангел облачился 
 В кусочек неба и слетел 
 В концерт, где русских рой толпился 
 И где Итальи гений пел. 
 И я смотрел на то виденье, 
 На тот небесный, дивный лик, 
 И чудное гремело пенье, 
 И взором в небо я проник. 
 Осуществилась мысль поэта, 
 Душа святыней обдалась...


Но песнь чудесная допета, 
 И ангел вдруг исчез из глаз. 
 Так недосказанной умчалась 
 Святая тайна в небеса! 
 Но ангела в душе осталась 
 Залогом дивная краса. 
 В ней вижу рая обещанье, 
 Награду жизни скорбных дней, 
 И благодать, и упованье 
 Теперь живут в душе моей.


"
"16",1840,"Лютня : «Имел я лютню в юных днях...»","Имел я лютню в юных днях. 
 На золотых ее струнах 
 Бряцал я радость, упованье, 
 Бряцал любовь, очарованье, 
 Бряцал веселье и печаль. 
 Моей мне часто лютни жаль: 
 Теперь, в минуты вдохновенья, 
 В часы душевного томленья 
 Еще бы побряцал на ней 
 Я песнь моих счастливых дней, 
 Еще бы радость раздавалась, 
 Когда б цела она осталась! 
 Но время грузною рукой 
 Струну порвало за струной, 
 И каждая души утрата: 
 Обман надежд, кончина брата, 
 И смерть отца, и смерть детей -- 
 На лютне врезались моей. 
 Одну струну, струну печали, 
 Судьбы порывы не порвали. 
 На ней бряцать мне суждено, 
 И я пою всегда одно: 
 Минувших дней воспоминанье 
 И лучшей жизни упованье.


"
"17",1841,"Старушка : «Идет старушка в дальний путь...»","Идет старушка в дальний путь, 
 С сумою и клюкой; 
 Найдет ли место отдохнуть 
 Старушка в час ночной?


Среди грозы кто приютит? 
 Как ношу донесет? 
 Ничто старушку не страшит, 
 Идет себе, идет...


Присесть не смеет на часок, 
 Чтоб дух перевести; 
 Короткий дан старушке срок, 
 Ей только б добрести...


И, может быть, в последний раз 
 Ей суждено туда, 
 Куда душа всегда рвалась, 
 Где кончится беда.


Во что б ни стало, а дойти, 
 Хоть выбиться из сил, 
 Как бы ни страшно на пути, 
 Чем путь бы ни грозил.


Так в жизни поздние лета 
 Сильней волнует кровь 
 Души последняя мечта, 
 Последняя любовь.


Ничто не помогает нам -- 
 Ни юность, ни краса, 
 Ни рой надежд, младым годам 
 Дарящий небеса.


Одна любовь взамен всему, 
 И с нею мы идем, 
 И с нею горестей суму 
 Безропотно несем.


Спешим, спешим в далекий путь… 
 Желали бы бежать... 
 Присесть не смеем, отдохнуть, 
 Чтобы не опоздать.


Бесщадно гонит нас любовь, 
 Пока дойдем туда, 
 Где навсегда остынет кровь, 
 Где кончится беда.


"
"18",1841,"Бывало : «Бывало... Бывало...»","Бывало... Бывало,-- 
 Как всё утешало, 
 Как всё привлекало, 
 Как всё забавляло, 
 Как всё восхищало! 
 Бывало... Бывало!


Бывало... Бывало,-- 
 Как солнце сияло, 
 Как небо пылало, 
 Как всё расцветало, 
 Резвилось, играло, 
 Бывало... Бывало!


Бывало... Бывало,-- 
 Как сердце мечтало, 
 Как сердце страдало, 
 И как замирало, 
 И как оживало, 
 Бывало... Бывало!


Но сколько не стало 
 Того, что бывало, 
 Так сердце пленяло, 
 Так мир оживляло, 
 Так светло сияло, 
 Бывало... Бывало!


Иное завяло, 
 Иное отстало, 
 Иное пропало, 
 Что сердце ласкало, 
 Заветным считало! 
 Бывало… Бывало!


Теперь всё застлало 
 Тоски покрывало, 
 Ах, сердце, бывало, 
 Тоски и не знало: 
 Оно уповало! 
 Бывало... Бывало!


"
"19",1841,"Фонарики : «Фонарики, сударики...»","Фонарики, сударики, 
 Скажите-ка вы мне, 
 Что видели, что слышали 
 В ночной вы тишине? 
 Так чинно вы расставлены 
 По улицам у нас: 
 Ночные караульщики, 
 Ваш верен зоркий глаз!


Вы видели ль, приметили ль, 
 Как девушка одна, 
 На цыпочках, тихохонько 
 И робости полна, 
 Близ стенки пробирается, 
 Чтоб друга увидать 
 И шепотом, украдкою 
 «Люблю!» ему сказать.


Фонарики, сударики 
 Горят себе, горят, 
 А видели ль, не видели ль -- 
 Того не говорят.


Вы видели ль, как юноша 
 Нетерпеливо ждет, 
 Как сердцем, взором, мыслию 
 Красавицу зовет... 
 И вот они встречаются -- 
 И радость, и любовь; 
 И вот они назначили 
 Свиданье завтра вновь.


Фонарики, сударики 
 Горят себе, горят, 
 А видели ль, не видели ль -- 
 Того не говорят.


Вы видели ль несчастную, 
 Убитую тоской, 
 Как будто тень бродящую, 
 Как призрак гробовой, 
 Ту женщину безумную, 
 Заплаканы глаза: 
 Ее все жизни радости 
 Разрушила гроза.


Фонарики, сударики 
 Горят себе, горят, 
 А видели ль, не видели ль -- 
 Того не говорят.


Вы видели ль преступника, 
 Как в горести немой 
 От совести убежища 
 Он ищет в час ночной? 
 Вы видели ль веселого 
 Гуляку в сюртуке, 
 Оборванном, запачканном, 
 С бутылкою в руке?


Фонарики, сударики 
 Горят себе, горят, 
 А видели ль, не видели ль -- 
 Того не говорят.


Вы видели ль сиротушку, 
 Прижавшись в уголок, 
 Как просит у прохожего, 
 Чтоб, бедной, ей помог; 
 Как горемычной холодно, 
 Как страшно в темноте. 
 Ужель никто не сжалится, 
 И гибнуть сироте?


Фонарики, сударики 
 Горят себе, горят, 
 А видели ль, не видели ль -- 
 Того не говорят.


Вы видели ль мечтателя, 
 Поэта в час ночной? 
 За рифмой своенравною 
 Гоняясь, как шальной, 
 Он хочет муку тайную 
 И неба благодать 
 Толпе, ему внимающей, 
 Звучнее передать.


Фонарики, сударики 
 Горят себе, горят, 
 А видели ль, не видели ль -- 
 Того не говорят.


Быть может, не приметили… 
 Да им и дела нет; 
 Гореть им только велено, 
 Покуда будет свет. 
 Окутанный рогожею 
 Фонарщик их зажег; 
 Но чувства прозорливости 
 Им передать не мог!..


Фонарики, сударики -- 
 Народ всё деловой: 
 Чиновники, сановники -- 
 Всё люди с головой! 
 Они на то поставлены, 
 Чтоб видел их народ, 
 Чтоб величались, славились, 
 Но только без хлопот.


Им, дескать, не приказано 
 Вокруг себя смотреть, 
 Одна у них обязанность: 
 Стоять тут и гореть. 
 Да и гореть, покудова 
 Кто не задует их. 
 Так что же и тревожиться 
 О горестях людских!


Фонарики, сударики -- 
 Народ всё деловой: 
 Чиновники, сановники -- 
 Всё люди с головой!


"
"20",1842,"Падучая звезда : «Вот падучая звезда...»","Вот падучая звезда 
 Покатилась, но куда? 
 И зачем ее паденье, 
 И какое назначенье 
 Ей от промысла дано?


Может быть, ей суждено, 
 Как глагол с другого света, 
 Душу посетить поэта, 
 И хотя на время в ней 
 Разогнать туман страстей, 
 Небо указать святое, 
 И всё тленное, земное 
 Освятить, очаровать.


Иль, быть может, благодать, 
 Утешенье, упованье 
 В ней нисходит на страданье, 
 Как роса на цвет полей 
 После зноя летних дней, 
 Жизнь и радость возвращая. 
 Может быть, любовь святая 
 В сердце юное летит 
 И впервые озарит 
 Всё заветное, родное, 
 И блаженство неземное 
 В это сердце принесет.


Может быть, она ответ 
 На молитву и на слезы, 
 И несет былого грезы 
 В дар тому, кто и любил, 
 И страдал, и пережил 
 Всё, чем жизнь его пленяла, 
 А теперь тоска застлала 
 Этот светлый небосклон.


Может быть, она поклон 
 Друга, взятого могилой, 
 И привет его унылый 
 Тем, кого он здесь любил, 
 О которых сохранил 
 Память в жизни бесконечной, 
 Как залог союза вечный 
 Неба с грустию земной.


Может быть, она с слезой 
 Ангела несет прощенье, 
 Омывает прегрешенья 
 И спокойствие дарит. 
 Может быть, она летит 
 С новой, детскою душою, 
 И обрадует собою 
 В свете молодую мать.


Может быть, но как узнать? 
 Как постичь определенья 
 Их небесного паденья? 
 Не без цели их полет:


Человека бережет 
 Беспрестанно провиденье, 
 И есть тайное значенье 
 В упадающих звездах -- 
 Но нам только в небесах 
 Эта тайна объяснится.


А теперь, когда катится, 
 Когда падает звезда, 
 Мы задумаем всегда 
 Три желанья, три моленья, 
 Ожидаем исполненья, 
 И ему не миновать, 
 Если только досказать 
 Всё, покуда не умчится, 
 Не погаснет не затмится, 
 Не исчезнет навсегда 
 Та падучая звезда, 
 По которой загадали, 
 Помолились, пожелали.


"
"21",1842,"Приди, приди : ««Приди, приди!» -- Куда зовешь...»","«Приди, приди!» -- Куда зовешь 
 Ты, соловей, меня с собою? 
 О чем неведомом поешь, 
 О чем беседуешь с душою?


«Приди, приди!» -- Ужели ты 
 В краю, куда мои просились 
 Всегда заветные мечты 
 И все желания стремились?


«Приди, приди!» -- Но досказать 
 Не можешь ты всего, что знаешь, 
 Велишь ты сердцу уповать, 
 Зовешь с собой и умоляешь.


«Приди, приди!» -- Но я без крыл, 
 Не улететь мне за тобою; 
 Тоску ты только заронил 
 Мне в сердце песней неземною.


"
"22",1842,"П. А. Г. : «Залетное, небесное виденье...»","Залетное, небесное виденье, 
 Дай весточку о родине твоей! 
 Надолго ль ты рассталось с ней, 
 Твое надолго ль посещенье?


От сердца горе отлегло, 
 Я вдруг помолодел душою, 
 Мне стало так легко, светло, 
 Когда я встретился с тобою.


Скажи, там, в синих небесах, 
 Знакома ль ты с моей звездою? 
 Она в сияющих звездах 
 Светлее всех -- сходна с тобою!


Как ты среди земных утех, 
 Среди пиров земного мира 
 Светлей, видней, милее всех, -- 
 Так и она среди эфира!


Как ты, чудесно хороша 
 Моя звезда, одно с тобою; 
 Вся заливается душа 
 При вас любовью и тоскою.


Как стану я на вас смотреть, 
 Мой взор не может отделиться, 
 И плакать хочется, и петь, 
 И богу хочется молиться.


Твой взгляд, как дивный с неба луч, 
 Вливает в душу упоенье, 
 Среди туманных жизни туч 
 Мне говорит, как откровенье.


Как шестикрылый серафим, 
 Как непорочный житель рая, 
 Ты улыбаешься моим 
 Стихам, бессмыслицам внимая.


Я позабыл про небеса, 
 Уж в них очей не устремляю, 
 Твоя мне светит здесь краса, 
 И бога я благословляю!


Но отчего ж пленился я 
 Так страстно, светлый небожитель, 
 Скажи, не ты ль звезда моя, 
 Не ты ли ангел мой хранитель?


"
"23",1842,"Скучно : «Лес дремучий, лес угрюмый...»","Лес дремучий, лес угрюмый, 
 Пожелтелые листы, 
 Неразгаданные думы, 
 Обманувшие мечты!


Солнце жизни закатилось, 
 Всё прекрасное прошло, 
 Всё завяло, изменилось, 
 Помертвело, отцвело.


Всё состарилось со мною, 
 Кончен мой разгульный пир, 
 Охладевшею душою 
 Я смотрю на светлый мир.


Мир меня не разумеет, 
 Мир мне сделался чужой, 
 Не приманит, не согреет 
 Ни улыбкой, ни слезой.


То ли в старину бывало! 
 Как любил я светлый мир! 
 Опыт сдернул покрывало... 
 И разбился мой кумир.


Как в ненастье, завыванье 
 Ворона в душе моей... 
 Но есть тоже соловей 
 Сладкозвучный -- упованье!


"
"24",1842,"Соловки : «Сладкозвучный соловей!..»","Сладкозвучный соловей! 
 Говори душе моей; 
 Пой мне песнь бывалых дней, 
 Сладкозвучный соловей.


Как я любовался ей, 
 Без заботы, без затей, 
 В светлой юности моей, 
 Сладкозвучный соловей.


Верил я словам друзей, 
 Верил доброте людей, 
 Песне радуясь твоей, 
 Сладкозвучный соловей.


Песнь твоя в тиши ночей 
 Нынче стала мне грустней; 
 Спой мне песнь бывалых дней, 
 Сладкозвучный соловей.


"
