"","year","header","text_raw"
"11",1829,"Часы : «И дум, и дел земных цари...»","И дум, и дел земных цари, 
 Часы, ваш лик сияет страшен, 
 В короне пламенной зари, 
 На высоте могучих башен, 
 И взор блюстительный в меди 
 Горит, неотразимо верной, 
 И сердце времени в бесчувственной груди 
 Чуть зыблется приливом силы мерной. 
 Оживлены чугунною стрелой, 
 На вас таинственные роки, 
 И оглашает вещий бой 
 Земле небесные уроки. 
 Но блеск, но голос ваш для ветреных племен 
 Звучит и озаряет даром, 
 Подобно молнии неведомых письмен, 
 Начертанных пред Валтасаром. 
 «Летучее мгновение лови», 
 Поет любимцу голос лести: 
 «В нем золото и ароматы чести, 
 Последний пир, свидания любви 
 И наслажденья тайной мести». 
 И в думе нет, что упований прах 
 Дыханье времени уносит, 
 Что каждый маятника взмах 
 Цветы неверной жизни косит. 
 Заботно времени шаги считает он 
 И бой к веселию призывный, 
 Еще не смолк металла звон, 
 А где же ты, мечты поклонник дивный? 
 Окован ли безбрежный океан 
 Венцом валов,-- минутной пеной? 
 Детям ли дней дался победный сан 
 Над волей века неизменной? 
 Безумен клик «хочу -- могу». 
 Вознес Наполеон строптивую десницу, 
 Сдержать мечтая на бегу 
 Стремимую веками колесницу... 
 Она промчалась! Где ж твой меч, 
 Где прах твой, полубог гордыни? 
 Твоя молва -- оркан пустыни, 
 Твой след -- поля напрасных сеч. 
 Возникли светлые народов поколенья, 
 И внемлют о тебе сомнительную речь 
 С улыбкой хладного презренья.


"
"12",1829,"К облаку : «Куда столь быстро и легко...»","Куда столь быстро и легко, 
 И гордо, и прелестно, 
 Ты пролетаешь, облачко, 
 Скиталец поднебесной?


Земли бездомное дитя, 
 Игралище погоды, 
 Напрасно, радугой блестя, 
 Ты, радостью природы!


Завоет вихрь, взметая прах -- 
 И ты из лона звездна 
 Дождем растаешь на степях 
 Бесславно, бесполезно!..


Блести, лети на ветерке, 
 Подобно нашей доле -- 
 И я погибну вдалеке 
 От родины и воли!


"
"13",1829,"Осень : «Пал туман на море синее...»","Пал туман на море синее, 
 Листопада первенец, 
 И горит в алмазах инея 
 Гор безлиственный венец.


Тяжко ходят волны хладные, 
 Буйно ветр шумит крылом. 
 Только вьются чайки жадные 
 На помории пустом.


Только блещет за туманами, 
 Как созвездие морей, 
 Над сыпучими полянами 
 Стая поздних лебедей.


Только с хищностью упорною 
 Их медлительный отлет 
 Над твердынею подзорною 
 Дикий беркут стережет.


Всё безжизненно, безрадостно 
 В померкающей дали, 
 Но страдальцу как-то сладостно 
 Увядание земли.


Как осеннее дыхание 
 Красоту с ее чела, 
 Так с души моей сияние 
 Длань судьбины сорвала.


В полдень сумраки вечерние -- 
 Взору томному покой, 
 Общей грустью тупит терние 
 Память родины святой!


Вей же песней усыпительной, 
 Перелетная метель, 
 Хлад забвения мирительный 
 Сердца тлеющего цель.


Между мною и любимого 
 Безнадежное «прости!». 
 Не призвать невозвратимого, 
 Дважды сердцу не цвести.


Хоть порой улыбка нежная 
 Озарит мои черты, 
 Это -- радуга наснежная 
 На могильные цветы!


"
"14",1828,"Зюлейка : «Нет, ты мой и мой навечно!..»","Нет, ты мой и мой навечно! 
 От любви любовь крепка, 
 Прелесть страсти, друг сердечный, 
 Краше перстня и венка. 
 Гордо я подъемлю брови 
 От твоих высоких дум; 
 Бытие мое в любови, 
 А душа любови -- ум.


"
"15",1828,"С персидского : «Будь, любезная, далеко...»","Будь, любезная, далеко, 
 Так, как запад от востока; 
 Но любви чего нельзя? 
 Степь и море -- ей стезя, 
 Сердце всюду страж и плата, 
 К милой шаг и до Багдада.


"
"16",1828,"Ей : «Когда моей ланитой внемлю...»","Когда моей ланитой внемлю 
 Пыланию твоих ланит, 
 Мне радость небеса и землю 
 И золотит, и серебрит; 
 Душе так сладко и покойно, 
 И тих, и волен сердца ход: 
 Так солнце катится беззнойно 
 На лоно зеркальное вод.


"
"17",1828,"Алине : «Еще, еще одно лобзанье!..»","Еще, еще одно лобзанье! 
 Как в знойный день прохлада струй, 
 Как мотыльку цветка дыханье, 
 Мне сладок милой поцелуй. 
 Мне сладок твой невинный лепет 
 И свежих уст летучий трепет, 
 Очей потупленных роса 
 И упоения зарница... 
 Всё, всё, души моей царица,-- 
 В тебе и прелесть, и краса! 
 Какой отрадой повевает 
 С твоих кудрей, с твоих ланит! 
 Дыханье -- негою поит, 
 От взора -- сотом сердце тает, 
 И быстро молния любви 
 Течет, кипит в моей крови. 
 . . . . . . . . . . . . . . . . . 
 Когда ж твой легкий стан объемлю, 
 Я, мнится, покидаю землю... 
 Оковы праха отреша, 
 Орлом ширяется душа! 
 Но целый мир светлеет раем, 
 Когда, восторженные, мы 
 Уста и чувства, и умы 
 В одно лобзание сливаем! 
 О, друг мой, если б в этот миг, 
 Неизъяснимый, невозвратный, 
 Далекий горестей земных, 
 Дней наших факел благодатный 
 Погас в пучине светлых струй 
 И пал за нами смертный полог,-- 
 Чтоб был последний поцелуй, 
 Как небо, чист, как вечность, долог.


"
"18",1829,"Финляндия : «Я видел вас, граниты вековые...»","Я видел вас, граниты вековые, 
 Финляндии угрюмое чело, 
 Где юное творение впервые 
 Нетленною развалиной взошло. 
 Стряхнув с рамен балтические воды, 
 Возникли вы, как остовы природы!


Там рыщет волк, от глада свирепея, 
 На черепе там коршун точит клев, 
 Печальный мох мерцает следом змея, 
 Трепещет ель пролетом облаков; 
 Туманы там -- утесов неизменней 
 И дышат век прохладою осенней.


Не смущены долины жизни шумом; 
 Истлением седеет дальний бор; 
 Уснула тень в величии угрюмом 
 На зеркале незыблемых озер; 
 И с крутизны в пустынные заливы, 
 Как радуги, бегут ключи игривы.


Там силой вод пробитые громады 
 Задвинули порогом пенный ад, 
 И в бездну их крутятся водопады, 
 Гремучие, как воющий набат; 
 Им вторит гул -- жилец пещеры дальней, 
 Как тяжкий млат по адской наковальне.


Я видел вас! Бушующее море 
 Вздымалося в губительный потоп 
 И, мощное в неодолимом споре, 
 Дробилося о крепость ваших стоп; 
 Вам жаркие и влажные перуны 
 Нарезали чуть видимые руны.


Я понял их: на западе сияло 
 Светило дня, златя ступени скал, 
 И океан, как вечности зерцало, 
 Его огнем живительным пылал, 
 И древних гор заветные скрижали 
 Мне дивные пророчества роптали!


"
"19",1829,"В день именин : «Невольный гость в краю чужбины...»","Невольный гость в краю чужбины, 
 Забывший свет, забывший лесть, 
 Желал бы вам на именины 
 Цветов прелестнейших поднесть: 
 Они -- дыханию услада, 
 Они -- веселие очей. 
 При них бы мне писать не надо 
 Вам поздравительных речей: 
 Желанье счастья без печали 
 В цветах вы сами б угадали... 
 Но -- ах!-- якутская весна 
 Не зелена и не красна! 
 И здешний май, холодной, дикой, 
 Одной подснежною брусникой, 
 А не лилеями богат. 
 Природа спит, и в поле целом 
 Я разжился одним пострелом, 
 А я слыхал, такой наряд 
 На именины не дарят. 
 Итак, по воле и неволе 
 Пришлось приняться за перо, 
 Хоть я забыл в угрюмой доле 
 Писать забавно и пестро. 
 Примите ж это благосклонно 
 И в шуме праздничного дня 
 Не осудите вы меня 
 За мой привет простой и сонной. 
 В нем правда -- каждая черта; 
 Притом же ваша доброта 
 По слуху, по сердцу и дома 
 И вчуже страннику знакома... 
 В краю зимы и дружбы зимной, 
 Поверьте, только вы одне, 
 Ваш разговор гостеприимной 
 Напоминал друзьям и мне 
 О незабвенной стороне. 
 О, будь же добродетель та же 
 И с нею брат ее -- покой, 
 Как неизменный часовой, 
 У сердца вашего на страже; 
 Да никакой печали тень 
 Не хмурит тихий свет забавы, 
 И, проводив веселый день, 
 Поутру встанете вы здравы... 
 Да будут ясны ваши сны, 
 Как небо южныя весны, 
 И необманчивы надежды, 
 И перед вами все невежды, 
 По крайней мере, хоть скромны; 
 Совет подруги чист и верен, 
 Знакомых круг нелицемерен, 
 Неутомителен бостон, 
 Ни бальных скрипок рев и стон! 
 Когда ж на берега великой, 
 На берега моей Невы, 
 Покинув край морозов дикой, 
 Стрелою полетите вы, 
 Да встретят путницу родные, 
 Беспечной юности друзья 
 И все по сердцу не чужие, 
 И вся родимая семья 
 Благополучны и здоровы, 
 И пылки, и разлукой новы, 
 И смех, и радость, и расспрос, 
 И сладкий дождь свиданья слез!!. 
 Зачем же, искра упованья -- 
 Дожить до сладкого свиданья,-- 
 В груди моей погасла ты? 
 Но я ступил из-за черты 
 Сорокаверстного посланья. 
 И мне, и вам унять пора 
 Болтливость моего пера, 
 Но знайте: это все с начала 
 По пунктам истина скрепляла, 
 Хоть неподкупна и строга; 
 Тут не сплетал из лести кружев 
 Ваш всепокорнейший слуга 
 . . . <Бестуже>въ.


"
"20",1829,"Шебутуй : «Стенай, шуми, поток пустынной...»","Стенай, шуми, поток пустынной, 
 Неизмеримый Шебутуй, 
 Сверкай от высоты стремнинной 
 И кудри пенные волнуй!


Туманы, тучи и метели, 
 На лоне тающих громад, 
 В гранитной зыбля колыбели, 
 Тебя перунами поят.


Но, пробужденный, ты, затворы 
 Льдяных пелен преодолев, 
 Играя, скачешь с гор на горы, 
 Как на ловитве юный лев.


Как летопад из вечной урны, 
 Как неба звездомлечный путь, 
 Ты низвергаешь волны бурны 
 На халцедоновую грудь;


И над тобой краса природы, 
 Блестя, как райской птицы хвост, 
 Склоняет радужные своды, 
 Полувоздушных перлов мост.


Орел на громовой дороге 
 Купает в радуге крыле, 
 И серна, преклоняя роги, 
 Глядится в зеркальной скале.


А ты, клубя волною шибкой, 
 Потока юности быстрей, 
 То блещешь солнечной улыбкой, 
 То меркнешь грустию теней.


Катись под роковою силой, 
 Неукротимый Шебутуй! 
 Твое роптанье -- голос милой; 
 Твой ливень -- братний поцелуй!


Когда громам твоим внимаю 
 И в кудри льется брызгов пыль -- 
 Невольно я припоминаю 
 Свою таинственную быль...


Тебе подобно, гордый, шумной, 
 От высоты родимых скал, 
 Влекомый страстию безумной, 
 Я в бездну гибели упал!


Зачем же моего паденья, 
 Как твоего паденья дым, 
 Дуга небесного прощенья 
 Не озарит лучом своим!


О, жребий! если в этой жизни 
 Не знать мне радости венца -- 
 Хоть поздней памятью обрызни 
 Могилу тихую певца.


"
